key	value	date
AGOC-3A	0.3211	4/8/16 16:0:0
Appluimonia	0.319459	4/8/16 16:0:0
Appluimonia	0.302844	4/8/16 16:0:0
Chlorodinine	0.2913	4/8/16 16:0:0
Methylosmolene	0.274327	4/8/16 16:0:0
Methylosmolene	0.261751	4/8/16 16:0:0
Appluimonia	0.247021	4/8/16 16:0:0
AGOC-3A	0.246046	4/8/16 16:0:0
Methylosmolene	0.237788	4/8/16 16:0:0
AGOC-3A	0.213998	4/8/16 16:0:0
Appluimonia	0.199697	4/8/16 16:0:0
Methylosmolene	0.185568	4/8/16 16:0:0
Chlorodinine	0.179508	4/8/16 16:0:0
Chlorodinine	0.125204	4/8/16 16:0:0
Chlorodinine	0.125176	4/8/16 16:0:0
Methylosmolene	0.034616	4/8/16 16:0:0
Chlorodinine	0.0327183	4/8/16 16:0:0
Appluimonia	0.024466	4/8/16 16:0:0
AGOC-3A	0.0189723	4/8/16 16:0:0
AGOC-3A	8.15185	4/8/16 17:0:0
Appluimonia	1.82018	4/8/16 17:0:0
Methylosmolene	1.44495	4/8/16 17:0:0
AGOC-3A	1.43581	4/8/16 17:0:0
AGOC-3A	1.03094	4/8/16 17:0:0
Chlorodinine	1.01315	4/8/16 17:0:0
AGOC-3A	0.899683	4/8/16 17:0:0
Chlorodinine	0.873513	4/8/16 17:0:0
Chlorodinine	0.85225	4/8/16 17:0:0
Methylosmolene	0.796871	4/8/16 17:0:0
Methylosmolene	0.61694	4/8/16 17:0:0
Appluimonia	0.564604	4/8/16 17:0:0
AGOC-3A	0.513708	4/8/16 17:0:0
AGOC-3A	0.500218	4/8/16 17:0:0
Methylosmolene	0.47661	4/8/16 17:0:0
Appluimonia	0.458084	4/8/16 17:0:0
Methylosmolene	0.448512	4/8/16 17:0:0
Methylosmolene	0.404001	4/8/16 17:0:0
Methylosmolene	0.354485	4/8/16 17:0:0
Appluimonia	0.343587	4/8/16 17:0:0
Chlorodinine	0.328933	4/8/16 17:0:0
AGOC-3A	0.32523	4/8/16 17:0:0
Appluimonia	0.314067	4/8/16 17:0:0
AGOC-3A	0.300726	4/8/16 17:0:0
Chlorodinine	0.281649	4/8/16 17:0:0
Appluimonia	0.231918	4/8/16 17:0:0
AGOC-3A	0.206757	4/8/16 17:0:0
Appluimonia	0.203117	4/8/16 17:0:0
Appluimonia	0.114972	4/8/16 17:0:0
Chlorodinine	0.103466	4/8/16 17:0:0
Chlorodinine	0.0959187	4/8/16 17:0:0
Chlorodinine	0.0856051	4/8/16 17:0:0
Chlorodinine	0.0790782	4/8/16 17:0:0
AGOC-3A	0.0567895	4/8/16 17:0:0
Methylosmolene	0.0258766	4/8/16 17:0:0
Appluimonia	0.00208304	4/8/16 17:0:0
Methylosmolene	1.46779	4/8/16 18:0:0
Chlorodinine	1.4365	4/8/16 18:0:0
Chlorodinine	1.40599	4/8/16 18:0:0
Methylosmolene	0.717075	4/8/16 18:0:0
Appluimonia	0.639637	4/8/16 18:0:0
AGOC-3A	0.539294	4/8/16 18:0:0
Chlorodinine	0.534689	4/8/16 18:0:0
AGOC-3A	0.5182	4/8/16 18:0:0
AGOC-3A	0.478385	4/8/16 18:0:0
Methylosmolene	0.475551	4/8/16 18:0:0
AGOC-3A	0.472782	4/8/16 18:0:0
AGOC-3A	0.413665	4/8/16 18:0:0
Appluimonia	0.375169	4/8/16 18:0:0
AGOC-3A	0.362558	4/8/16 18:0:0
AGOC-3A	0.35151	4/8/16 18:0:0
Methylosmolene	0.34353	4/8/16 18:0:0
Chlorodinine	0.339911	4/8/16 18:0:0
Chlorodinine	0.32811	4/8/16 18:0:0
Methylosmolene	0.322879	4/8/16 18:0:0
Methylosmolene	0.313255	4/8/16 18:0:0
Appluimonia	0.305095	4/8/16 18:0:0
Methylosmolene	0.292262	4/8/16 18:0:0
Chlorodinine	0.203037	4/8/16 18:0:0
AGOC-3A	0.169984	4/8/16 18:0:0
Chlorodinine	0.153214	4/8/16 18:0:0
AGOC-3A	0.133563	4/8/16 18:0:0
Appluimonia	0.129873	4/8/16 18:0:0
Appluimonia	0.0933322	4/8/16 18:0:0
Methylosmolene	0.0859857	4/8/16 18:0:0
Appluimonia	0.0725561	4/8/16 18:0:0
Chlorodinine	0.0652238	4/8/16 18:0:0
Appluimonia	0.0597217	4/8/16 18:0:0
Chlorodinine	0.0579845	4/8/16 18:0:0
Methylosmolene	0.0556582	4/8/16 18:0:0
Appluimonia	0.0240328	4/8/16 18:0:0
Appluimonia	0.0078024	4/8/16 18:0:0
Methylosmolene	4.67604	4/8/16 19:0:0
Chlorodinine	1.75824	4/8/16 19:0:0
Appluimonia	1.54248	4/8/16 19:0:0
Chlorodinine	1.379	4/8/16 19:0:0
Methylosmolene	0.969151	4/8/16 19:0:0
AGOC-3A	0.870989	4/8/16 19:0:0
AGOC-3A	0.85225	4/8/16 19:0:0
AGOC-3A	0.80048	4/8/16 19:0:0
Appluimonia	0.574689	4/8/16 19:0:0
Methylosmolene	0.54136	4/8/16 19:0:0
AGOC-3A	0.529299	4/8/16 19:0:0
Appluimonia	0.455179	4/8/16 19:0:0
AGOC-3A	0.421191	4/8/16 19:0:0
Chlorodinine	0.419745	4/8/16 19:0:0
AGOC-3A	0.407629	4/8/16 19:0:0
Appluimonia	0.387304	4/8/16 19:0:0
Appluimonia	0.386795	4/8/16 19:0:0
Chlorodinine	0.386549	4/8/16 19:0:0
Chlorodinine	0.385578	4/8/16 19:0:0
Chlorodinine	0.376114	4/8/16 19:0:0
Methylosmolene	0.340791	4/8/16 19:0:0
Appluimonia	0.338527	4/8/16 19:0:0
Methylosmolene	0.319145	4/8/16 19:0:0
Chlorodinine	0.307426	4/8/16 19:0:0
Methylosmolene	0.287924	4/8/16 19:0:0
Appluimonia	0.260493	4/8/16 19:0:0
AGOC-3A	0.232728	4/8/16 19:0:0
AGOC-3A	0.139155	4/8/16 19:0:0
Chlorodinine	0.12246	4/8/16 19:0:0
Chlorodinine	0.116027	4/8/16 19:0:0
Appluimonia	0.0582765	4/8/16 19:0:0
Methylosmolene	0.0483258	4/8/16 19:0:0
Appluimonia	0.0279313	4/8/16 19:0:0
Methylosmolene	0.026742	4/8/16 19:0:0
Methylosmolene	0.0170918	4/8/16 19:0:0
AGOC-3A	0.00958849	4/8/16 19:0:0
AGOC-3A	1.56666	4/8/16 20:0:0
Appluimonia	1.4124	4/8/16 20:0:0
Methylosmolene	1.08423	4/8/16 20:0:0
Chlorodinine	0.943451	4/8/16 20:0:0
Methylosmolene	0.87517	4/8/16 20:0:0
AGOC-3A	0.773751	4/8/16 20:0:0
AGOC-3A	0.70862	4/8/16 20:0:0
Appluimonia	0.696152	4/8/16 20:0:0
Methylosmolene	0.685543	4/8/16 20:0:0
Methylosmolene	0.610412	4/8/16 20:0:0
AGOC-3A	0.606235	4/8/16 20:0:0
Methylosmolene	0.596838	4/8/16 20:0:0
Chlorodinine	0.528696	4/8/16 20:0:0
Methylosmolene	0.511595	4/8/16 20:0:0
Chlorodinine	0.484419	4/8/16 20:0:0
AGOC-3A	0.48354	4/8/16 20:0:0
Appluimonia	0.463163	4/8/16 20:0:0
AGOC-3A	0.338994	4/8/16 20:0:0
AGOC-3A	0.322684	4/8/16 20:0:0
Chlorodinine	0.312323	4/8/16 20:0:0
Appluimonia	0.299363	4/8/16 20:0:0
Appluimonia	0.284093	4/8/16 20:0:0
Chlorodinine	0.260084	4/8/16 20:0:0
Appluimonia	0.181465	4/8/16 20:0:0
Methylosmolene	0.171575	4/8/16 20:0:0
Chlorodinine	0.171255	4/8/16 20:0:0
AGOC-3A	0.149176	4/8/16 20:0:0
Appluimonia	0.141317	4/8/16 20:0:0
Appluimonia	0.124508	4/8/16 20:0:0
AGOC-3A	0.122491	4/8/16 20:0:0
Methylosmolene	0.0941867	4/8/16 20:0:0
Chlorodinine	0.0765064	4/8/16 20:0:0
Appluimonia	0.0727126	4/8/16 20:0:0
Chlorodinine	0.0356274	4/8/16 20:0:0
Methylosmolene	0.0270432	4/8/16 20:0:0
Chlorodinine	0.0131784	4/8/16 20:0:0
AGOC-3A	2.22487	4/8/16 21:0:0
Chlorodinine	0.811759	4/8/16 21:0:0
Methylosmolene	0.738001	4/8/16 21:0:0
Chlorodinine	0.679688	4/8/16 21:0:0
Chlorodinine	0.586335	4/8/16 21:0:0
Methylosmolene	0.537465	4/8/16 21:0:0
Methylosmolene	0.533454	4/8/16 21:0:0
AGOC-3A	0.519805	4/8/16 21:0:0
Methylosmolene	0.496449	4/8/16 21:0:0
Appluimonia	0.481805	4/8/16 21:0:0
Appluimonia	0.428268	4/8/16 21:0:0
Methylosmolene	0.408364	4/8/16 21:0:0
Methylosmolene	0.348401	4/8/16 21:0:0
AGOC-3A	0.31664	4/8/16 21:0:0
Appluimonia	0.3165	4/8/16 21:0:0
Chlorodinine	0.281507	4/8/16 21:0:0
Chlorodinine	0.267057	4/8/16 21:0:0
Appluimonia	0.247528	4/8/16 21:0:0
Appluimonia	0.23457	4/8/16 21:0:0
Appluimonia	0.231934	4/8/16 21:0:0
AGOC-3A	0.223841	4/8/16 21:0:0
Appluimonia	0.207206	4/8/16 21:0:0
AGOC-3A	0.198832	4/8/16 21:0:0
Methylosmolene	0.189793	4/8/16 21:0:0
AGOC-3A	0.169721	4/8/16 21:0:0
AGOC-3A	0.135416	4/8/16 21:0:0
Chlorodinine	0.119322	4/8/16 21:0:0
Chlorodinine	0.109239	4/8/16 21:0:0
AGOC-3A	0.107735	4/8/16 21:0:0
Chlorodinine	0.0409297	4/8/16 21:0:0
Chlorodinine	0.0319156	4/8/16 21:0:0
Methylosmolene	0.0244788	4/8/16 21:0:0
AGOC-3A	0.0227563	4/8/16 21:0:0
Methylosmolene	0.0205434	4/8/16 21:0:0
Appluimonia	0.0166785	4/8/16 21:0:0
Appluimonia	0.00418245	4/8/16 21:0:0
Methylosmolene	3.63935	4/8/16 22:0:0
Appluimonia	2.02529	4/8/16 22:0:0
Chlorodinine	0.878203	4/8/16 22:0:0
AGOC-3A	0.786	4/8/16 22:0:0
Appluimonia	0.696602	4/8/16 22:0:0
Appluimonia	0.684101	4/8/16 22:0:0
Methylosmolene	0.677987	4/8/16 22:0:0
AGOC-3A	0.668037	4/8/16 22:0:0
Chlorodinine	0.533822	4/8/16 22:0:0
Appluimonia	0.474645	4/8/16 22:0:0
Chlorodinine	0.416371	4/8/16 22:0:0
Methylosmolene	0.355943	4/8/16 22:0:0
Methylosmolene	0.330548	4/8/16 22:0:0
Chlorodinine	0.307889	4/8/16 22:0:0
Methylosmolene	0.292824	4/8/16 22:0:0
Appluimonia	0.24839	4/8/16 22:0:0
AGOC-3A	0.234024	4/8/16 22:0:0
AGOC-3A	0.227434	4/8/16 22:0:0
Chlorodinine	0.216576	4/8/16 22:0:0
AGOC-3A	0.202615	4/8/16 22:0:0
Chlorodinine	0.194456	4/8/16 22:0:0
Methylosmolene	0.194326	4/8/16 22:0:0
Appluimonia	0.176763	4/8/16 22:0:0
Appluimonia	0.153582	4/8/16 22:0:0
AGOC-3A	0.138061	4/8/16 22:0:0
Chlorodinine	0.130022	4/8/16 22:0:0
AGOC-3A	0.122975	4/8/16 22:0:0
Methylosmolene	0.121549	4/8/16 22:0:0
Methylosmolene	0.119758	4/8/16 22:0:0
Appluimonia	0.0799384	4/8/16 22:0:0
AGOC-3A	0.0583648	4/8/16 22:0:0
Methylosmolene	0.0522626	4/8/16 22:0:0
AGOC-3A	0.0503299	4/8/16 22:0:0
Appluimonia	0.0471287	4/8/16 22:0:0
Chlorodinine	0.0278175	4/8/16 22:0:0
Chlorodinine	0.0185645	4/8/16 22:0:0
Chlorodinine	1.74129	4/8/16 23:0:0
Methylosmolene	0.900203	4/8/16 23:0:0
Chlorodinine	0.685959	4/8/16 23:0:0
Chlorodinine	0.641662	4/8/16 23:0:0
AGOC-3A	0.607869	4/8/16 23:0:0
Methylosmolene	0.598298	4/8/16 23:0:0
Chlorodinine	0.559264	4/8/16 23:0:0
Methylosmolene	0.489872	4/8/16 23:0:0
Appluimonia	0.474866	4/8/16 23:0:0
Methylosmolene	0.456374	4/8/16 23:0:0
Chlorodinine	0.38713	4/8/16 23:0:0
Appluimonia	0.377448	4/8/16 23:0:0
Methylosmolene	0.373444	4/8/16 23:0:0
Chlorodinine	0.366573	4/8/16 23:0:0
AGOC-3A	0.33371	4/8/16 23:0:0
AGOC-3A	0.315173	4/8/16 23:0:0
Methylosmolene	0.308303	4/8/16 23:0:0
AGOC-3A	0.286424	4/8/16 23:0:0
Methylosmolene	0.286109	4/8/16 23:0:0
Appluimonia	0.285947	4/8/16 23:0:0
Methylosmolene	0.275131	4/8/16 23:0:0
Appluimonia	0.173998	4/8/16 23:0:0
AGOC-3A	0.171654	4/8/16 23:0:0
Appluimonia	0.156756	4/8/16 23:0:0
AGOC-3A	0.139457	4/8/16 23:0:0
AGOC-3A	0.136307	4/8/16 23:0:0
Appluimonia	0.135858	4/8/16 23:0:0
Methylosmolene	0.135037	4/8/16 23:0:0
AGOC-3A	0.12674	4/8/16 23:0:0
AGOC-3A	0.122346	4/8/16 23:0:0
Chlorodinine	0.104024	4/8/16 23:0:0
Appluimonia	0.0938477	4/8/16 23:0:0
Chlorodinine	0.0890025	4/8/16 23:0:0
Appluimonia	0.0344345	4/8/16 23:0:0
Chlorodinine	0.0257084	4/8/16 23:0:0
Appluimonia	0.0101921	4/8/16 23:0:0
Chlorodinine	2.34236	4/9/16 0:0:0
Methylosmolene	1.51865	4/9/16 0:0:0
AGOC-3A	0.956125	4/9/16 0:0:0
AGOC-3A	0.840431	4/9/16 0:0:0
Chlorodinine	0.723504	4/9/16 0:0:0
Appluimonia	0.649277	4/9/16 0:0:0
Methylosmolene	0.574557	4/9/16 0:0:0
AGOC-3A	0.559794	4/9/16 0:0:0
Chlorodinine	0.554165	4/9/16 0:0:0
AGOC-3A	0.526483	4/9/16 0:0:0
Methylosmolene	0.51168	4/9/16 0:0:0
Methylosmolene	0.503356	4/9/16 0:0:0
Appluimonia	0.487155	4/9/16 0:0:0
Appluimonia	0.482782	4/9/16 0:0:0
AGOC-3A	0.4456	4/9/16 0:0:0
AGOC-3A	0.436691	4/9/16 0:0:0
Chlorodinine	0.409448	4/9/16 0:0:0
Appluimonia	0.373415	4/9/16 0:0:0
Methylosmolene	0.373268	4/9/16 0:0:0
Chlorodinine	0.366383	4/9/16 0:0:0
Chlorodinine	0.349519	4/9/16 0:0:0
Chlorodinine	0.327981	4/9/16 0:0:0
Methylosmolene	0.243535	4/9/16 0:0:0
Appluimonia	0.216811	4/9/16 0:0:0
Appluimonia	0.202366	4/9/16 0:0:0
AGOC-3A	0.187898	4/9/16 0:0:0
AGOC-3A	0.171009	4/9/16 0:0:0
AGOC-3A	0.134452	4/9/16 0:0:0
Methylosmolene	0.117944	4/9/16 0:0:0
Appluimonia	0.0981342	4/9/16 0:0:0
Chlorodinine	0.0917768	4/9/16 0:0:0
Chlorodinine	0.0915292	4/9/16 0:0:0
Appluimonia	0.0683354	4/9/16 0:0:0
Methylosmolene	0.0542453	4/9/16 0:0:0
Methylosmolene	0.0445949	4/9/16 0:0:0
Appluimonia	0.0274717	4/9/16 0:0:0
Methylosmolene	94.34631	4/9/16 1:0:0
AGOC-3A	9.46074	4/9/16 1:0:0
Methylosmolene	2.39825	4/9/16 1:0:0
Methylosmolene	1.60416	4/9/16 1:0:0
Chlorodinine	0.884933	4/9/16 1:0:0
AGOC-3A	0.86795	4/9/16 1:0:0
Chlorodinine	0.722614	4/9/16 1:0:0
Appluimonia	0.574698	4/9/16 1:0:0
AGOC-3A	0.568387	4/9/16 1:0:0
Appluimonia	0.562092	4/9/16 1:0:0
Chlorodinine	0.522318	4/9/16 1:0:0
Appluimonia	0.5117	4/9/16 1:0:0
AGOC-3A	0.443347	4/9/16 1:0:0
Methylosmolene	0.440963	4/9/16 1:0:0
AGOC-3A	0.367279	4/9/16 1:0:0
Appluimonia	0.358472	4/9/16 1:0:0
Methylosmolene	0.35306	4/9/16 1:0:0
Methylosmolene	0.344804	4/9/16 1:0:0
Appluimonia	0.342364	4/9/16 1:0:0
Methylosmolene	0.340223	4/9/16 1:0:0
Chlorodinine	0.320119	4/9/16 1:0:0
Chlorodinine	0.318027	4/9/16 1:0:0
Chlorodinine	0.25388	4/9/16 1:0:0
Chlorodinine	0.245454	4/9/16 1:0:0
Chlorodinine	0.210107	4/9/16 1:0:0
AGOC-3A	0.130033	4/9/16 1:0:0
Appluimonia	0.117402	4/9/16 1:0:0
Appluimonia	0.107932	4/9/16 1:0:0
AGOC-3A	0.107252	4/9/16 1:0:0
AGOC-3A	0.106726	4/9/16 1:0:0
Appluimonia	0.0994284	4/9/16 1:0:0
AGOC-3A	0.0954018	4/9/16 1:0:0
Appluimonia	0.0882081	4/9/16 1:0:0
Methylosmolene	0.079331	4/9/16 1:0:0
Methylosmolene	0.0787989	4/9/16 1:0:0
Chlorodinine	0.0520459	4/9/16 1:0:0
Methylosmolene	6.48814	4/9/16 2:0:0
Methylosmolene	2.08781	4/9/16 2:0:0
Methylosmolene	1.00464	4/9/16 2:0:0
AGOC-3A	0.964947	4/9/16 2:0:0
Chlorodinine	0.92877	4/9/16 2:0:0
AGOC-3A	0.906455	4/9/16 2:0:0
Appluimonia	0.896631	4/9/16 2:0:0
Appluimonia	0.674873	4/9/16 2:0:0
Chlorodinine	0.632838	4/9/16 2:0:0
Appluimonia	0.578676	4/9/16 2:0:0
AGOC-3A	0.449961	4/9/16 2:0:0
Chlorodinine	0.377762	4/9/16 2:0:0
Appluimonia	0.341114	4/9/16 2:0:0
Methylosmolene	0.330988	4/9/16 2:0:0
Chlorodinine	0.324586	4/9/16 2:0:0
Chlorodinine	0.315363	4/9/16 2:0:0
Chlorodinine	0.309797	4/9/16 2:0:0
AGOC-3A	0.307698	4/9/16 2:0:0
Appluimonia	0.287763	4/9/16 2:0:0
AGOC-3A	0.263784	4/9/16 2:0:0
Methylosmolene	0.25244	4/9/16 2:0:0
Chlorodinine	0.2305	4/9/16 2:0:0
AGOC-3A	0.208267	4/9/16 2:0:0
Chlorodinine	0.204445	4/9/16 2:0:0
Appluimonia	0.176471	4/9/16 2:0:0
Chlorodinine	0.167777	4/9/16 2:0:0
AGOC-3A	0.12646	4/9/16 2:0:0
AGOC-3A	0.111763	4/9/16 2:0:0
AGOC-3A	0.110066	4/9/16 2:0:0
Appluimonia	0.105784	4/9/16 2:0:0
Appluimonia	0.102285	4/9/16 2:0:0
Methylosmolene	0.0662846	4/9/16 2:0:0
Methylosmolene	0.0338484	4/9/16 2:0:0
Appluimonia	0.0114624	4/9/16 2:0:0
Methylosmolene	0.00532721	4/9/16 2:0:0
Methylosmolene	0.00383732	4/9/16 2:0:0
Appluimonia	5.06041	4/9/16 3:0:0
AGOC-3A	1.01514	4/9/16 3:0:0
Methylosmolene	1.00073	4/9/16 3:0:0
AGOC-3A	0.770382	4/9/16 3:0:0
Chlorodinine	0.724032	4/9/16 3:0:0
Chlorodinine	0.668285	4/9/16 3:0:0
Methylosmolene	0.603154	4/9/16 3:0:0
Appluimonia	0.576171	4/9/16 3:0:0
Methylosmolene	0.546938	4/9/16 3:0:0
Methylosmolene	0.514395	4/9/16 3:0:0
AGOC-3A	0.458933	4/9/16 3:0:0
Methylosmolene	0.422323	4/9/16 3:0:0
Appluimonia	0.417034	4/9/16 3:0:0
AGOC-3A	0.405256	4/9/16 3:0:0
Chlorodinine	0.39	4/9/16 3:0:0
Chlorodinine	0.3807	4/9/16 3:0:0
Methylosmolene	0.376277	4/9/16 3:0:0
AGOC-3A	0.369679	4/9/16 3:0:0
Chlorodinine	0.3676	4/9/16 3:0:0
Appluimonia	0.34639	4/9/16 3:0:0
Methylosmolene	0.340153	4/9/16 3:0:0
AGOC-3A	0.325308	4/9/16 3:0:0
Chlorodinine	0.302571	4/9/16 3:0:0
AGOC-3A	0.233921	4/9/16 3:0:0
Chlorodinine	0.225583	4/9/16 3:0:0
Chlorodinine	0.220847	4/9/16 3:0:0
Methylosmolene	0.21311	4/9/16 3:0:0
Chlorodinine	0.183406	4/9/16 3:0:0
AGOC-3A	0.127438	4/9/16 3:0:0
Appluimonia	0.126959	4/9/16 3:0:0
Methylosmolene	0.103196	4/9/16 3:0:0
Appluimonia	0.0894759	4/9/16 3:0:0
Appluimonia	0.086941	4/9/16 3:0:0
Appluimonia	0.0751678	4/9/16 3:0:0
AGOC-3A	0.0274616	4/9/16 3:0:0
Appluimonia	0.0244693	4/9/16 3:0:0
Chlorodinine	2.75864	4/9/16 4:0:0
AGOC-3A	1.83814	4/9/16 4:0:0
Methylosmolene	1.39358	4/9/16 4:0:0
Methylosmolene	1.01029	4/9/16 4:0:0
Appluimonia	0.879866	4/9/16 4:0:0
AGOC-3A	0.782846	4/9/16 4:0:0
AGOC-3A	0.635162	4/9/16 4:0:0
AGOC-3A	0.424838	4/9/16 4:0:0
AGOC-3A	0.406794	4/9/16 4:0:0
AGOC-3A	0.377558	4/9/16 4:0:0
Methylosmolene	0.357116	4/9/16 4:0:0
Appluimonia	0.353097	4/9/16 4:0:0
Chlorodinine	0.326333	4/9/16 4:0:0
Methylosmolene	0.303415	4/9/16 4:0:0
Methylosmolene	0.300888	4/9/16 4:0:0
Appluimonia	0.294521	4/9/16 4:0:0
Chlorodinine	0.285787	4/9/16 4:0:0
Methylosmolene	0.277517	4/9/16 4:0:0
AGOC-3A	0.269515	4/9/16 4:0:0
AGOC-3A	0.261454	4/9/16 4:0:0
Methylosmolene	0.244882	4/9/16 4:0:0
Methylosmolene	0.237543	4/9/16 4:0:0
Appluimonia	0.227402	4/9/16 4:0:0
Appluimonia	0.223426	4/9/16 4:0:0
Chlorodinine	0.212342	4/9/16 4:0:0
Appluimonia	0.207529	4/9/16 4:0:0
Appluimonia	0.173159	4/9/16 4:0:0
Chlorodinine	0.157462	4/9/16 4:0:0
Chlorodinine	0.131949	4/9/16 4:0:0
Appluimonia	0.124968	4/9/16 4:0:0
Chlorodinine	0.124439	4/9/16 4:0:0
Chlorodinine	0.109282	4/9/16 4:0:0
Methylosmolene	0.100749	4/9/16 4:0:0
AGOC-3A	0.0907609	4/9/16 4:0:0
Chlorodinine	0.024011	4/9/16 4:0:0
Appluimonia	0.00985264	4/9/16 4:0:0
Methylosmolene	0.933887	4/9/16 5:0:0
AGOC-3A	0.893963	4/9/16 5:0:0
AGOC-3A	0.865925	4/9/16 5:0:0
Appluimonia	0.790046	4/9/16 5:0:0
AGOC-3A	0.714017	4/9/16 5:0:0
Appluimonia	0.636386	4/9/16 5:0:0
Chlorodinine	0.624138	4/9/16 5:0:0
Chlorodinine	0.606071	4/9/16 5:0:0
Chlorodinine	0.558464	4/9/16 5:0:0
Chlorodinine	0.553319	4/9/16 5:0:0
Appluimonia	0.518942	4/9/16 5:0:0
Appluimonia	0.482846	4/9/16 5:0:0
AGOC-3A	0.453611	4/9/16 5:0:0
Chlorodinine	0.407835	4/9/16 5:0:0
Methylosmolene	0.395478	4/9/16 5:0:0
Methylosmolene	0.376261	4/9/16 5:0:0
AGOC-3A	0.361273	4/9/16 5:0:0
Methylosmolene	0.355818	4/9/16 5:0:0
Methylosmolene	0.354288	4/9/16 5:0:0
Appluimonia	0.347601	4/9/16 5:0:0
Chlorodinine	0.297078	4/9/16 5:0:0
Methylosmolene	0.252059	4/9/16 5:0:0
AGOC-3A	0.240617	4/9/16 5:0:0
AGOC-3A	0.234988	4/9/16 5:0:0
Methylosmolene	0.230953	4/9/16 5:0:0
Methylosmolene	0.185537	4/9/16 5:0:0
Chlorodinine	0.176116	4/9/16 5:0:0
Appluimonia	0.140467	4/9/16 5:0:0
Appluimonia	0.139007	4/9/16 5:0:0
Appluimonia	0.110452	4/9/16 5:0:0
AGOC-3A	0.1092	4/9/16 5:0:0
Chlorodinine	0.103782	4/9/16 5:0:0
AGOC-3A	0.0661566	4/9/16 5:0:0
Chlorodinine	0.0631254	4/9/16 5:0:0
Methylosmolene	0.0566225	4/9/16 5:0:0
Appluimonia	0.050002	4/9/16 5:0:0
AGOC-3A	2.56592	4/9/16 6:0:0
Methylosmolene	1.03399	4/9/16 6:0:0
AGOC-3A	0.873186	4/9/16 6:0:0
Appluimonia	0.772758	4/9/16 6:0:0
Appluimonia	0.751935	4/9/16 6:0:0
Chlorodinine	0.650425	4/9/16 6:0:0
Chlorodinine	0.624449	4/9/16 6:0:0
Chlorodinine	0.618399	4/9/16 6:0:0
AGOC-3A	0.609977	4/9/16 6:0:0
Appluimonia	0.525726	4/9/16 6:0:0
Chlorodinine	0.467966	4/9/16 6:0:0
Methylosmolene	0.449056	4/9/16 6:0:0
Appluimonia	0.405241	4/9/16 6:0:0
Appluimonia	0.338963	4/9/16 6:0:0
AGOC-3A	0.333703	4/9/16 6:0:0
Appluimonia	0.308037	4/9/16 6:0:0
Chlorodinine	0.273983	4/9/16 6:0:0
Chlorodinine	0.241224	4/9/16 6:0:0
Methylosmolene	0.233665	4/9/16 6:0:0
Methylosmolene	0.226461	4/9/16 6:0:0
Methylosmolene	0.226006	4/9/16 6:0:0
Chlorodinine	0.224269	4/9/16 6:0:0
AGOC-3A	0.212317	4/9/16 6:0:0
Appluimonia	0.200163	4/9/16 6:0:0
Appluimonia	0.189864	4/9/16 6:0:0
Methylosmolene	0.189363	4/9/16 6:0:0
Appluimonia	0.188424	4/9/16 6:0:0
AGOC-3A	0.164246	4/9/16 6:0:0
Methylosmolene	0.133148	4/9/16 6:0:0
AGOC-3A	0.119129	4/9/16 6:0:0
AGOC-3A	0.108578	4/9/16 6:0:0
Chlorodinine	0.0613282	4/9/16 6:0:0
Methylosmolene	0.0492025	4/9/16 6:0:0
Methylosmolene	0.0409185	4/9/16 6:0:0
Chlorodinine	0.0298843	4/9/16 6:0:0
AGOC-3A	0.0292086	4/9/16 6:0:0
Appluimonia	2.4089	4/9/16 7:0:0
AGOC-3A	1.1603	4/9/16 7:0:0
Chlorodinine	1.09287	4/9/16 7:0:0
Methylosmolene	0.998585	4/9/16 7:0:0
Methylosmolene	0.985066	4/9/16 7:0:0
Appluimonia	0.806717	4/9/16 7:0:0
Methylosmolene	0.717419	4/9/16 7:0:0
Methylosmolene	0.653845	4/9/16 7:0:0
AGOC-3A	0.59084	4/9/16 7:0:0
AGOC-3A	0.516842	4/9/16 7:0:0
AGOC-3A	0.506341	4/9/16 7:0:0
Chlorodinine	0.467063	4/9/16 7:0:0
Chlorodinine	0.446817	4/9/16 7:0:0
AGOC-3A	0.445671	4/9/16 7:0:0
AGOC-3A	0.358933	4/9/16 7:0:0
Chlorodinine	0.347539	4/9/16 7:0:0
Methylosmolene	0.31922	4/9/16 7:0:0
AGOC-3A	0.318759	4/9/16 7:0:0
AGOC-3A	0.277477	4/9/16 7:0:0
Methylosmolene	0.267656	4/9/16 7:0:0
Appluimonia	0.262194	4/9/16 7:0:0
Appluimonia	0.257418	4/9/16 7:0:0
Chlorodinine	0.256618	4/9/16 7:0:0
Chlorodinine	0.242201	4/9/16 7:0:0
Methylosmolene	0.219023	4/9/16 7:0:0
AGOC-3A	0.217671	4/9/16 7:0:0
Appluimonia	0.154133	4/9/16 7:0:0
Chlorodinine	0.119613	4/9/16 7:0:0
Appluimonia	0.10427	4/9/16 7:0:0
Methylosmolene	0.102327	4/9/16 7:0:0
Appluimonia	0.0996573	4/9/16 7:0:0
Chlorodinine	0.0863432	4/9/16 7:0:0
Chlorodinine	0.0736291	4/9/16 7:0:0
Appluimonia	0.0580487	4/9/16 7:0:0
Appluimonia	0.0576219	4/9/16 7:0:0
Methylosmolene	0.00680695	4/9/16 7:0:0
Chlorodinine	1.40109	4/9/16 8:0:0
Chlorodinine	1.08159	4/9/16 8:0:0
AGOC-3A	1.01837	4/9/16 8:0:0
