key	date	value
AGOC-3A	12/3/16 15:0:0	0.874139
Appluimonia	12/3/16 15:0:0	0.807566
AGOC-3A	12/3/16 15:0:0	0.740558
Chlorodinine	12/3/16 15:0:0	0.712943
Chlorodinine	12/3/16 15:0:0	0.665914
Appluimonia	12/3/16 15:0:0	0.59999
AGOC-3A	12/3/16 15:0:0	0.525425
Methylosmolene	12/3/16 15:0:0	0.457493
AGOC-3A	12/3/16 15:0:0	0.446971
AGOC-3A	12/3/16 15:0:0	0.433983
Appluimonia	12/3/16 15:0:0	0.418699
Appluimonia	12/3/16 15:0:0	0.370501
Methylosmolene	12/3/16 15:0:0	0.331754
Methylosmolene	12/3/16 15:0:0	0.27744
Chlorodinine	12/3/16 15:0:0	0.258831
Appluimonia	12/3/16 15:0:0	0.252742
Chlorodinine	12/3/16 15:0:0	0.209898
Methylosmolene	12/3/16 15:0:0	0.132759
Chlorodinine	12/3/16 15:0:0	0.108051
AGOC-3A	12/3/16 15:0:0	0.101404
Methylosmolene	12/3/16 15:0:0	0.0920287
Methylosmolene	12/3/16 15:0:0	0.0394606
Chlorodinine	12/3/16 15:0:0	0.0352375
Methylosmolene	12/3/16 15:0:0	0.0172511
Methylosmolene	12/3/16 16:0:0	2.27246
Chlorodinine	12/3/16 16:0:0	2.01983
AGOC-3A	12/3/16 16:0:0	1.78215
Appluimonia	12/3/16 16:0:0	1.74204
AGOC-3A	12/3/16 16:0:0	1.35986
AGOC-3A	12/3/16 16:0:0	1.30497
AGOC-3A	12/3/16 16:0:0	1.26852
Appluimonia	12/3/16 16:0:0	1.24008
Methylosmolene	12/3/16 16:0:0	1.03054
Methylosmolene	12/3/16 16:0:0	0.992774
AGOC-3A	12/3/16 16:0:0	0.951427
Methylosmolene	12/3/16 16:0:0	0.905756
Methylosmolene	12/3/16 16:0:0	0.758493
Chlorodinine	12/3/16 16:0:0	0.735709
Chlorodinine	12/3/16 16:0:0	0.700887
Appluimonia	12/3/16 16:0:0	0.545193
Methylosmolene	12/3/16 16:0:0	0.516899
AGOC-3A	12/3/16 16:0:0	0.506277
Chlorodinine	12/3/16 16:0:0	0.48817
AGOC-3A	12/3/16 16:0:0	0.445786
AGOC-3A	12/3/16 16:0:0	0.421422
Appluimonia	12/3/16 16:0:0	0.379689
Methylosmolene	12/3/16 16:0:0	0.356648
Chlorodinine	12/3/16 16:0:0	0.344719
Chlorodinine	12/3/16 16:0:0	0.307289
Methylosmolene	12/3/16 16:0:0	0.279624
Chlorodinine	12/3/16 16:0:0	0.262348
Methylosmolene	12/3/16 16:0:0	0.234695
Appluimonia	12/3/16 16:0:0	0.227333
Appluimonia	12/3/16 16:0:0	0.143371
AGOC-3A	12/3/16 16:0:0	0.134666
Chlorodinine	12/3/16 16:0:0	0.0905113
Appluimonia	12/3/16 16:0:0	0.0855483
Chlorodinine	12/3/16 16:0:0	0.0844526
Appluimonia	12/3/16 16:0:0	0.0582709
Appluimonia	12/3/16 16:0:0	0.00970269
Appluimonia	12/3/16 17:0:0	1.80045
AGOC-3A	12/3/16 17:0:0	1.72755
Methylosmolene	12/3/16 17:0:0	1.70276
AGOC-3A	12/3/16 17:0:0	1.66587
Chlorodinine	12/3/16 17:0:0	1.66052
Chlorodinine	12/3/16 17:0:0	1.41296
Methylosmolene	12/3/16 17:0:0	0.766026
Methylosmolene	12/3/16 17:0:0	0.761092
AGOC-3A	12/3/16 17:0:0	0.615261
Methylosmolene	12/3/16 17:0:0	0.578253
Appluimonia	12/3/16 17:0:0	0.566088
Appluimonia	12/3/16 17:0:0	0.565567
Appluimonia	12/3/16 17:0:0	0.527963
Chlorodinine	12/3/16 17:0:0	0.523729
AGOC-3A	12/3/16 17:0:0	0.494792
Methylosmolene	12/3/16 17:0:0	0.482538
Appluimonia	12/3/16 17:0:0	0.472983
Methylosmolene	12/3/16 17:0:0	0.414356
Chlorodinine	12/3/16 17:0:0	0.395807
Appluimonia	12/3/16 17:0:0	0.380646
AGOC-3A	12/3/16 17:0:0	0.357634
Chlorodinine	12/3/16 17:0:0	0.348404
AGOC-3A	12/3/16 17:0:0	0.322844
AGOC-3A	12/3/16 17:0:0	0.30518
Chlorodinine	12/3/16 17:0:0	0.298647
Appluimonia	12/3/16 17:0:0	0.254928
Appluimonia	12/3/16 17:0:0	0.206045
Methylosmolene	12/3/16 17:0:0	0.204039
AGOC-3A	12/3/16 17:0:0	0.202492
Chlorodinine	12/3/16 17:0:0	0.175257
Methylosmolene	12/3/16 17:0:0	0.157009
AGOC-3A	12/3/16 17:0:0	0.149612
Chlorodinine	12/3/16 17:0:0	0.093128
Methylosmolene	12/3/16 17:0:0	0.0730682
Chlorodinine	12/3/16 17:0:0	0.0470558
Appluimonia	12/3/16 17:0:0	0.0202193
Appluimonia	12/3/16 18:0:0	2.33298
AGOC-3A	12/3/16 18:0:0	1.83302
Methylosmolene	12/3/16 18:0:0	1.80875
Chlorodinine	12/3/16 18:0:0	1.64717
Methylosmolene	12/3/16 18:0:0	1.32555
Chlorodinine	12/3/16 18:0:0	1.31086
Appluimonia	12/3/16 18:0:0	1.15846
AGOC-3A	12/3/16 18:0:0	1.02607
AGOC-3A	12/3/16 18:0:0	0.762715
Methylosmolene	12/3/16 18:0:0	0.7621
Chlorodinine	12/3/16 18:0:0	0.754986
Chlorodinine	12/3/16 18:0:0	0.631227
Appluimonia	12/3/16 18:0:0	0.567727
AGOC-3A	12/3/16 18:0:0	0.544856
Appluimonia	12/3/16 18:0:0	0.490769
Appluimonia	12/3/16 18:0:0	0.486428
AGOC-3A	12/3/16 18:0:0	0.466062
Methylosmolene	12/3/16 18:0:0	0.464505
Methylosmolene	12/3/16 18:0:0	0.455725
Appluimonia	12/3/16 18:0:0	0.411333
AGOC-3A	12/3/16 18:0:0	0.380202
Appluimonia	12/3/16 18:0:0	0.34731
AGOC-3A	12/3/16 18:0:0	0.313009
Methylosmolene	12/3/16 18:0:0	0.301629
Methylosmolene	12/3/16 18:0:0	0.294774
Appluimonia	12/3/16 18:0:0	0.283091
Methylosmolene	12/3/16 18:0:0	0.255067
Appluimonia	12/3/16 18:0:0	0.247141
AGOC-3A	12/3/16 18:0:0	0.245139
Chlorodinine	12/3/16 18:0:0	0.202855
AGOC-3A	12/3/16 18:0:0	0.163746
Chlorodinine	12/3/16 18:0:0	0.142072
Chlorodinine	12/3/16 18:0:0	0.130618
Methylosmolene	12/3/16 18:0:0	0.126472
Chlorodinine	12/3/16 18:0:0	0.0880721
Chlorodinine	12/3/16 18:0:0	0.0783599
Chlorodinine	12/3/16 19:0:0	2.02841
Appluimonia	12/3/16 19:0:0	1.88996
Methylosmolene	12/3/16 19:0:0	1.79322
Appluimonia	12/3/16 19:0:0	1.70817
AGOC-3A	12/3/16 19:0:0	1.44035
AGOC-3A	12/3/16 19:0:0	1.11639
Methylosmolene	12/3/16 19:0:0	1.05834
AGOC-3A	12/3/16 19:0:0	0.947778
Appluimonia	12/3/16 19:0:0	0.774604
Methylosmolene	12/3/16 19:0:0	0.752131
Appluimonia	12/3/16 19:0:0	0.748716
Appluimonia	12/3/16 19:0:0	0.710627
AGOC-3A	12/3/16 19:0:0	0.689819
Chlorodinine	12/3/16 19:0:0	0.635707
AGOC-3A	12/3/16 19:0:0	0.617563
Methylosmolene	12/3/16 19:0:0	0.602878
Chlorodinine	12/3/16 19:0:0	0.544563
Chlorodinine	12/3/16 19:0:0	0.469996
Methylosmolene	12/3/16 19:0:0	0.45112
Methylosmolene	12/3/16 19:0:0	0.420095
Appluimonia	12/3/16 19:0:0	0.382098
AGOC-3A	12/3/16 19:0:0	0.336523
Chlorodinine	12/3/16 19:0:0	0.302258
Chlorodinine	12/3/16 19:0:0	0.293059
Appluimonia	12/3/16 19:0:0	0.261618
Methylosmolene	12/3/16 19:0:0	0.215806
Methylosmolene	12/3/16 19:0:0	0.169031
Chlorodinine	12/3/16 19:0:0	0.163878
AGOC-3A	12/3/16 19:0:0	0.161445
Methylosmolene	12/3/16 19:0:0	0.148242
AGOC-3A	12/3/16 19:0:0	0.119265
AGOC-3A	12/3/16 19:0:0	0.108451
Chlorodinine	12/3/16 19:0:0	0.107663
Chlorodinine	12/3/16 19:0:0	0.0824585
Appluimonia	12/3/16 19:0:0	0.0797215
Appluimonia	12/3/16 19:0:0	0.0366948
Appluimonia	12/3/16 20:0:0	2.13099
Chlorodinine	12/3/16 20:0:0	1.93697
Methylosmolene	12/3/16 20:0:0	1.71736
Methylosmolene	12/3/16 20:0:0	1.6996
AGOC-3A	12/3/16 20:0:0	1.64917
Methylosmolene	12/3/16 20:0:0	0.924164
AGOC-3A	12/3/16 20:0:0	0.832763
AGOC-3A	12/3/16 20:0:0	0.763067
Appluimonia	12/3/16 20:0:0	0.750313
Chlorodinine	12/3/16 20:0:0	0.703559
Appluimonia	12/3/16 20:0:0	0.694119
Chlorodinine	12/3/16 20:0:0	0.688232
Appluimonia	12/3/16 20:0:0	0.618531
Chlorodinine	12/3/16 20:0:0	0.59324
AGOC-3A	12/3/16 20:0:0	0.556089
Chlorodinine	12/3/16 20:0:0	0.508168
AGOC-3A	12/3/16 20:0:0	0.478325
Appluimonia	12/3/16 20:0:0	0.453056
Chlorodinine	12/3/16 20:0:0	0.418056
Chlorodinine	12/3/16 20:0:0	0.395845
Appluimonia	12/3/16 20:0:0	0.372423
AGOC-3A	12/3/16 20:0:0	0.341783
Methylosmolene	12/3/16 20:0:0	0.335412
Appluimonia	12/3/16 20:0:0	0.283289
AGOC-3A	12/3/16 20:0:0	0.229242
Methylosmolene	12/3/16 20:0:0	0.223695
Chlorodinine	12/3/16 20:0:0	0.186329
Methylosmolene	12/3/16 20:0:0	0.163142
Methylosmolene	12/3/16 20:0:0	0.159434
AGOC-3A	12/3/16 20:0:0	0.138995
AGOC-3A	12/3/16 20:0:0	0.130357
Chlorodinine	12/3/16 20:0:0	0.108816
Methylosmolene	12/3/16 20:0:0	0.061773
Methylosmolene	12/3/16 20:0:0	0.0405913
Appluimonia	12/3/16 20:0:0	0.0109603
Appluimonia	12/3/16 20:0:0	0.0013343
Chlorodinine	12/3/16 21:0:0	2.17449
Chlorodinine	12/3/16 21:0:0	2.11541
AGOC-3A	12/3/16 21:0:0	2.0329
Methylosmolene	12/3/16 21:0:0	1.92571
Appluimonia	12/3/16 21:0:0	1.81078
Appluimonia	12/3/16 21:0:0	1.72615
Methylosmolene	12/3/16 21:0:0	1.35563
AGOC-3A	12/3/16 21:0:0	1.07772
Chlorodinine	12/3/16 21:0:0	1.05839
Appluimonia	12/3/16 21:0:0	1.05452
AGOC-3A	12/3/16 21:0:0	0.882109
AGOC-3A	12/3/16 21:0:0	0.806517
AGOC-3A	12/3/16 21:0:0	0.707525
Appluimonia	12/3/16 21:0:0	0.699146
Appluimonia	12/3/16 21:0:0	0.691063
Methylosmolene	12/3/16 21:0:0	0.69091
Appluimonia	12/3/16 21:0:0	0.680875
Chlorodinine	12/3/16 21:0:0	0.671113
Appluimonia	12/3/16 21:0:0	0.578425
AGOC-3A	12/3/16 21:0:0	0.470202
Methylosmolene	12/3/16 21:0:0	0.414494
AGOC-3A	12/3/16 21:0:0	0.412719
Chlorodinine	12/3/16 21:0:0	0.357797
Chlorodinine	12/3/16 21:0:0	0.35607
Methylosmolene	12/3/16 21:0:0	0.301193
Chlorodinine	12/3/16 21:0:0	0.260975
Chlorodinine	12/3/16 21:0:0	0.255115
Appluimonia	12/3/16 21:0:0	0.228021
AGOC-3A	12/3/16 21:0:0	0.209061
Chlorodinine	12/3/16 21:0:0	0.182846
Methylosmolene	12/3/16 21:0:0	0.102717
Methylosmolene	12/3/16 21:0:0	0.098545
AGOC-3A	12/3/16 21:0:0	0.0743569
Appluimonia	12/3/16 21:0:0	0.0419744
Methylosmolene	12/3/16 21:0:0	0.0340712
Methylosmolene	12/3/16 21:0:0	0.0234414
AGOC-3A	12/3/16 22:0:0	3.43719
Methylosmolene	12/3/16 22:0:0	2.3202
Chlorodinine	12/3/16 22:0:0	2.11909
AGOC-3A	12/3/16 22:0:0	2.05761
Methylosmolene	12/3/16 22:0:0	2.02308
Appluimonia	12/3/16 22:0:0	1.69472
Methylosmolene	12/3/16 22:0:0	1.44356
Methylosmolene	12/3/16 22:0:0	0.844846
Chlorodinine	12/3/16 22:0:0	0.809901
Methylosmolene	12/3/16 22:0:0	0.803148
Chlorodinine	12/3/16 22:0:0	0.791357
Chlorodinine	12/3/16 22:0:0	0.786
Appluimonia	12/3/16 22:0:0	0.730727
Appluimonia	12/3/16 22:0:0	0.706866
Methylosmolene	12/3/16 22:0:0	0.670555
AGOC-3A	12/3/16 22:0:0	0.596496
Methylosmolene	12/3/16 22:0:0	0.579312
Appluimonia	12/3/16 22:0:0	0.527374
Appluimonia	12/3/16 22:0:0	0.494632
Methylosmolene	12/3/16 22:0:0	0.472396
Appluimonia	12/3/16 22:0:0	0.450614
Chlorodinine	12/3/16 22:0:0	0.440218
Appluimonia	12/3/16 22:0:0	0.395846
AGOC-3A	12/3/16 22:0:0	0.385428
Chlorodinine	12/3/16 22:0:0	0.374554
AGOC-3A	12/3/16 22:0:0	0.36611
Chlorodinine	12/3/16 22:0:0	0.354986
AGOC-3A	12/3/16 22:0:0	0.262724
Methylosmolene	12/3/16 22:0:0	0.256628
AGOC-3A	12/3/16 22:0:0	0.251281
Chlorodinine	12/3/16 22:0:0	0.215505
Appluimonia	12/3/16 22:0:0	0.211244
Chlorodinine	12/3/16 22:0:0	0.190916
Appluimonia	12/3/16 22:0:0	0.166292
AGOC-3A	12/3/16 22:0:0	0.0858031
AGOC-3A	12/3/16 22:0:0	0.0711322
Methylosmolene	12/3/16 23:0:0	4.82986
Methylosmolene	12/3/16 23:0:0	2.37185
Chlorodinine	12/3/16 23:0:0	2.12657
AGOC-3A	12/3/16 23:0:0	1.79427
Appluimonia	12/3/16 23:0:0	1.60572
AGOC-3A	12/3/16 23:0:0	1.17375
Methylosmolene	12/3/16 23:0:0	1.09206
Methylosmolene	12/3/16 23:0:0	1.04118
Chlorodinine	12/3/16 23:0:0	1.04039
Appluimonia	12/3/16 23:0:0	1.02134
Appluimonia	12/3/16 23:0:0	0.859015
Methylosmolene	12/3/16 23:0:0	0.847803
AGOC-3A	12/3/16 23:0:0	0.83666
Methylosmolene	12/3/16 23:0:0	0.772941
AGOC-3A	12/3/16 23:0:0	0.705066
Methylosmolene	12/3/16 23:0:0	0.702141
Appluimonia	12/3/16 23:0:0	0.661029
Chlorodinine	12/3/16 23:0:0	0.639639
AGOC-3A	12/3/16 23:0:0	0.62412
Appluimonia	12/3/16 23:0:0	0.614064
Chlorodinine	12/3/16 23:0:0	0.535931
AGOC-3A	12/3/16 23:0:0	0.480046
Chlorodinine	12/3/16 23:0:0	0.435662
AGOC-3A	12/3/16 23:0:0	0.429358
Appluimonia	12/3/16 23:0:0	0.382702
Appluimonia	12/3/16 23:0:0	0.372038
AGOC-3A	12/3/16 23:0:0	0.314407
Chlorodinine	12/3/16 23:0:0	0.309927
Chlorodinine	12/3/16 23:0:0	0.269448
Chlorodinine	12/3/16 23:0:0	0.191483
Chlorodinine	12/3/16 23:0:0	0.182153
Methylosmolene	12/3/16 23:0:0	0.181146
Appluimonia	12/3/16 23:0:0	0.109128
Appluimonia	12/3/16 23:0:0	0.105636
Methylosmolene	12/3/16 23:0:0	0.0625726
AGOC-3A	12/3/16 23:0:0	0.0285507
Appluimonia	12/4/16 0:0:0	2.29159
AGOC-3A	12/4/16 0:0:0	2.22817
Methylosmolene	12/4/16 0:0:0	1.96183
Chlorodinine	12/4/16 0:0:0	1.67979
Chlorodinine	12/4/16 0:0:0	1.03543
Chlorodinine	12/4/16 0:0:0	1.01563
Methylosmolene	12/4/16 0:0:0	0.982283
Methylosmolene	12/4/16 0:0:0	0.952238
Chlorodinine	12/4/16 0:0:0	0.901222
Methylosmolene	12/4/16 0:0:0	0.889213
Appluimonia	12/4/16 0:0:0	0.840443
AGOC-3A	12/4/16 0:0:0	0.807705
Appluimonia	12/4/16 0:0:0	0.777891
Chlorodinine	12/4/16 0:0:0	0.628452
Appluimonia	12/4/16 0:0:0	0.617473
AGOC-3A	12/4/16 0:0:0	0.571966
AGOC-3A	12/4/16 0:0:0	0.56818
Methylosmolene	12/4/16 0:0:0	0.516675
Methylosmolene	12/4/16 0:0:0	0.440299
AGOC-3A	12/4/16 0:0:0	0.385037
AGOC-3A	12/4/16 0:0:0	0.36868
Appluimonia	12/4/16 0:0:0	0.346574
Chlorodinine	12/4/16 0:0:0	0.278899
Appluimonia	12/4/16 0:0:0	0.253772
Chlorodinine	12/4/16 0:0:0	0.248293
Appluimonia	12/4/16 0:0:0	0.240247
AGOC-3A	12/4/16 0:0:0	0.238418
Methylosmolene	12/4/16 0:0:0	0.230772
AGOC-3A	12/4/16 0:0:0	0.182507
AGOC-3A	12/4/16 0:0:0	0.143816
Chlorodinine	12/4/16 0:0:0	0.142494
Chlorodinine	12/4/16 0:0:0	0.141281
Appluimonia	12/4/16 0:0:0	0.119606
Methylosmolene	12/4/16 0:0:0	0.104265
Methylosmolene	12/4/16 0:0:0	0.0561234
Appluimonia	12/4/16 0:0:0	0.0540132
AGOC-3A	12/4/16 1:0:0	2.55711
Appluimonia	12/4/16 1:0:0	2.07309
AGOC-3A	12/4/16 1:0:0	2.02181
Chlorodinine	12/4/16 1:0:0	1.94429
Methylosmolene	12/4/16 1:0:0	1.58488
Methylosmolene	12/4/16 1:0:0	1.44467
Appluimonia	12/4/16 1:0:0	0.950802
AGOC-3A	12/4/16 1:0:0	0.868013
Methylosmolene	12/4/16 1:0:0	0.803422
Appluimonia	12/4/16 1:0:0	0.75713
AGOC-3A	12/4/16 1:0:0	0.737452
Chlorodinine	12/4/16 1:0:0	0.630541
Chlorodinine	12/4/16 1:0:0	0.611007
Chlorodinine	12/4/16 1:0:0	0.586817
Chlorodinine	12/4/16 1:0:0	0.578061
Methylosmolene	12/4/16 1:0:0	0.570282
Chlorodinine	12/4/16 1:0:0	0.543467
AGOC-3A	12/4/16 1:0:0	0.529789
Appluimonia	12/4/16 1:0:0	0.515014
Chlorodinine	12/4/16 1:0:0	0.496038
Appluimonia	12/4/16 1:0:0	0.458176
AGOC-3A	12/4/16 1:0:0	0.431361
Methylosmolene	12/4/16 1:0:0	0.386822
Chlorodinine	12/4/16 1:0:0	0.36741
Appluimonia	12/4/16 1:0:0	0.359765
Chlorodinine	12/4/16 1:0:0	0.275547
AGOC-3A	12/4/16 1:0:0	0.218762
AGOC-3A	12/4/16 1:0:0	0.215862
Methylosmolene	12/4/16 1:0:0	0.129186
Appluimonia	12/4/16 1:0:0	0.115424
Methylosmolene	12/4/16 1:0:0	0.086451
AGOC-3A	12/4/16 1:0:0	0.0575561
Methylosmolene	12/4/16 1:0:0	0.0152939
Appluimonia	12/4/16 1:0:0	0.00968553
Appluimonia	12/4/16 1:0:0	0.00580924
Methylosmolene	12/4/16 1:0:0	0.00215764
Methylosmolene	12/4/16 2:0:0	4.4293
Chlorodinine	12/4/16 2:0:0	2.78111
Chlorodinine	12/4/16 2:0:0	2.04937
Methylosmolene	12/4/16 2:0:0	1.8353
Appluimonia	12/4/16 2:0:0	1.68305
AGOC-3A	12/4/16 2:0:0	1.682
Chlorodinine	12/4/16 2:0:0	1.36297
Appluimonia	12/4/16 2:0:0	0.992348
Appluimonia	12/4/16 2:0:0	0.986442
Chlorodinine	12/4/16 2:0:0	0.926213
Chlorodinine	12/4/16 2:0:0	0.819742
AGOC-3A	12/4/16 2:0:0	0.797849
AGOC-3A	12/4/16 2:0:0	0.758157
AGOC-3A	12/4/16 2:0:0	0.744691
Appluimonia	12/4/16 2:0:0	0.611229
Chlorodinine	12/4/16 2:0:0	0.528373
Methylosmolene	12/4/16 2:0:0	0.411182
Methylosmolene	12/4/16 2:0:0	0.374478
AGOC-3A	12/4/16 2:0:0	0.321972
Methylosmolene	12/4/16 2:0:0	0.292038
Appluimonia	12/4/16 2:0:0	0.254882
Appluimonia	12/4/16 2:0:0	0.252089
Appluimonia	12/4/16 2:0:0	0.244936
AGOC-3A	12/4/16 2:0:0	0.24095
Methylosmolene	12/4/16 2:0:0	0.215046
Methylosmolene	12/4/16 2:0:0	0.156713
Chlorodinine	12/4/16 2:0:0	0.148065
Appluimonia	12/4/16 2:0:0	0.145338
Chlorodinine	12/4/16 2:0:0	0.140737
Appluimonia	12/4/16 2:0:0	0.125817
Methylosmolene	12/4/16 2:0:0	0.11443
AGOC-3A	12/4/16 2:0:0	0.0690187
AGOC-3A	12/4/16 2:0:0	0.0635145
AGOC-3A	12/4/16 2:0:0	0.0564905
Chlorodinine	12/4/16 2:0:0	0.0342613
Methylosmolene	12/4/16 2:0:0	0.0298311
Appluimonia	12/4/16 3:0:0	3.58345
Appluimonia	12/4/16 3:0:0	2.1262
Methylosmolene	12/4/16 3:0:0	2.05187
Chlorodinine	12/4/16 3:0:0	1.84425
AGOC-3A	12/4/16 3:0:0	1.81378
Methylosmolene	12/4/16 3:0:0	1.24868
Methylosmolene	12/4/16 3:0:0	1.21984
AGOC-3A	12/4/16 3:0:0	1.0598
AGOC-3A	12/4/16 3:0:0	0.907
Appluimonia	12/4/16 3:0:0	0.799374
AGOC-3A	12/4/16 3:0:0	0.769933
Appluimonia	12/4/16 3:0:0	0.717949
Methylosmolene	12/4/16 3:0:0	0.690116
AGOC-3A	12/4/16 3:0:0	0.625377
Methylosmolene	12/4/16 3:0:0	0.624397
Chlorodinine	12/4/16 3:0:0	0.621278
AGOC-3A	12/4/16 3:0:0	0.407038
Methylosmolene	12/4/16 3:0:0	0.361305
Chlorodinine	12/4/16 3:0:0	0.345882
Chlorodinine	12/4/16 3:0:0	0.297336
Appluimonia	12/4/16 3:0:0	0.27661
Methylosmolene	12/4/16 3:0:0	0.266852
Appluimonia	12/4/16 3:0:0	0.258973
Appluimonia	12/4/16 3:0:0	0.250249
Appluimonia	12/4/16 3:0:0	0.241723
Methylosmolene	12/4/16 3:0:0	0.187124
Appluimonia	12/4/16 3:0:0	0.182201
Chlorodinine	12/4/16 3:0:0	0.180056
Chlorodinine	12/4/16 3:0:0	0.177527
Methylosmolene	12/4/16 3:0:0	0.172991
AGOC-3A	12/4/16 3:0:0	0.161299
Chlorodinine	12/4/16 3:0:0	0.112138
Chlorodinine	12/4/16 3:0:0	0.0880488
AGOC-3A	12/4/16 3:0:0	0.0812532
Chlorodinine	12/4/16 3:0:0	0.0752755
AGOC-3A	12/4/16 3:0:0	0.0585035
Chlorodinine	12/4/16 4:0:0	2.23025
Appluimonia	12/4/16 4:0:0	2.20862
Chlorodinine	12/4/16 4:0:0	2.05949
Methylosmolene	12/4/16 4:0:0	1.96703
AGOC-3A	12/4/16 4:0:0	1.85992
AGOC-3A	12/4/16 4:0:0	1.77335
Methylosmolene	12/4/16 4:0:0	1.77316
Appluimonia	12/4/16 4:0:0	1.57642
Appluimonia	12/4/16 4:0:0	1.06392
Chlorodinine	12/4/16 4:0:0	0.977755
AGOC-3A	12/4/16 4:0:0	0.886151
Chlorodinine	12/4/16 4:0:0	0.859302
Chlorodinine	12/4/16 4:0:0	0.773941
AGOC-3A	12/4/16 4:0:0	0.727928
Methylosmolene	12/4/16 4:0:0	0.524141
Methylosmolene	12/4/16 4:0:0	0.514319
AGOC-3A	12/4/16 4:0:0	0.417656
Methylosmolene	12/4/16 4:0:0	0.407629
Appluimonia	12/4/16 4:0:0	0.391018
Chlorodinine	12/4/16 4:0:0	0.385572
Appluimonia	12/4/16 4:0:0	0.369289
Appluimonia	12/4/16 4:0:0	0.34995
AGOC-3A	12/4/16 4:0:0	0.322078
Chlorodinine	12/4/16 4:0:0	0.282274
Methylosmolene	12/4/16 4:0:0	0.264453
AGOC-3A	12/4/16 4:0:0	0.226554
Chlorodinine	12/4/16 4:0:0	0.221997
AGOC-3A	12/4/16 4:0:0	0.208391
Appluimonia	12/4/16 4:0:0	0.18471
Methylosmolene	12/4/16 4:0:0	0.171876
Methylosmolene	12/4/16 4:0:0	0.0662464
Appluimonia	12/4/16 4:0:0	0.0658426
Appluimonia	12/4/16 4:0:0	0.0638943
Chlorodinine	12/4/16 4:0:0	0.0486299
Methylosmolene	12/4/16 4:0:0	0.0411172
AGOC-3A	12/4/16 4:0:0	0.0162079
Chlorodinine	12/4/16 5:0:0	6.92741
AGOC-3A	12/4/16 5:0:0	2.14848
Appluimonia	12/4/16 5:0:0	1.87517
AGOC-3A	12/4/16 5:0:0	1.81321
Chlorodinine	12/4/16 5:0:0	1.71338
Methylosmolene	12/4/16 5:0:0	1.62758
Appluimonia	12/4/16 5:0:0	1.15868
Methylosmolene	12/4/16 5:0:0	1.15637
Appluimonia	12/4/16 5:0:0	1.09432
Methylosmolene	12/4/16 5:0:0	1.04671
Chlorodinine	12/4/16 5:0:0	0.773736
Methylosmolene	12/4/16 5:0:0	0.710589
AGOC-3A	12/4/16 5:0:0	0.585578
Methylosmolene	12/4/16 5:0:0	0.553096
AGOC-3A	12/4/16 5:0:0	0.540809
Chlorodinine	12/4/16 5:0:0	0.480539
Methylosmolene	12/4/16 5:0:0	0.478904
Appluimonia	12/4/16 5:0:0	0.444476
Methylosmolene	12/4/16 5:0:0	0.39106
Appluimonia	12/4/16 5:0:0	0.386411
Appluimonia	12/4/16 5:0:0	0.380029
AGOC-3A	12/4/16 5:0:0	0.364813
AGOC-3A	12/4/16 5:0:0	0.363541
Chlorodinine	12/4/16 5:0:0	0.35222
AGOC-3A	12/4/16 5:0:0	0.3468
Appluimonia	12/4/16 5:0:0	0.338293
Chlorodinine	12/4/16 5:0:0	0.271945
Appluimonia	12/4/16 5:0:0	0.269416
Appluimonia	12/4/16 5:0:0	0.262607
Chlorodinine	12/4/16 5:0:0	0.167876
Chlorodinine	12/4/16 5:0:0	0.154477
Methylosmolene	12/4/16 5:0:0	0.0718226
AGOC-3A	12/4/16 5:0:0	0.0663774
AGOC-3A	12/4/16 5:0:0	0.0603128
Methylosmolene	12/4/16 5:0:0	0.00721652
Chlorodinine	12/4/16 5:0:0	0.00341146
Chlorodinine	12/4/16 6:0:0	2.11536
AGOC-3A	12/4/16 6:0:0	1.96069
Methylosmolene	12/4/16 6:0:0	1.72862
Appluimonia	12/4/16 6:0:0	1.69596
Appluimonia	12/4/16 6:0:0	1.3881
Chlorodinine	12/4/16 6:0:0	1.12865
Appluimonia	12/4/16 6:0:0	0.971717
AGOC-3A	12/4/16 6:0:0	0.924769
Methylosmolene	12/4/16 6:0:0	0.90244
AGOC-3A	12/4/16 6:0:0	0.843504
Appluimonia	12/4/16 6:0:0	0.802947
Chlorodinine	12/4/16 6:0:0	0.739114
Methylosmolene	12/4/16 6:0:0	0.725247
Chlorodinine	12/4/16 6:0:0	0.687598
Appluimonia	12/4/16 6:0:0	0.667739
Methylosmolene	12/4/16 6:0:0	0.58623
AGOC-3A	12/4/16 6:0:0	0.511229
Chlorodinine	12/4/16 6:0:0	0.495653
Appluimonia	12/4/16 6:0:0	0.447829
Chlorodinine	12/4/16 6:0:0	0.445883
Chlorodinine	12/4/16 6:0:0	0.439398
Methylosmolene	12/4/16 6:0:0	0.43447
AGOC-3A	12/4/16 6:0:0	0.427791
Appluimonia	12/4/16 6:0:0	0.306401
AGOC-3A	12/4/16 6:0:0	0.294881
Appluimonia	12/4/16 6:0:0	0.245071
AGOC-3A	12/4/16 6:0:0	0.231492
AGOC-3A	12/4/16 6:0:0	0.219848
Methylosmolene	12/4/16 6:0:0	0.186641
Methylosmolene	12/4/16 6:0:0	0.186513
Chlorodinine	12/4/16 6:0:0	0.178577
Appluimonia	12/4/16 6:0:0	0.12413
AGOC-3A	12/4/16 6:0:0	0.11132
Methylosmolene	12/4/16 6:0:0	0.100676
Chlorodinine	12/4/16 6:0:0	0.0885301
