key	value	date
Methylosmolene	0.206951	8/9/16 9:0:0
Appluimonia	0.187015	8/9/16 9:0:0
AGOC-3A	0.170506	8/9/16 9:0:0
AGOC-3A	0.164137	8/9/16 9:0:0
Chlorodinine	0.160811	8/9/16 9:0:0
Chlorodinine	0.148663	8/9/16 9:0:0
Appluimonia	0.135935	8/9/16 9:0:0
Methylosmolene	0.115192	8/9/16 9:0:0
Appluimonia	0.0684955	8/9/16 9:0:0
Appluimonia	0.0162393	8/9/16 9:0:0
Chlorodinine	1.99065	8/9/16 10:0:0
Methylosmolene	1.53608	8/9/16 10:0:0
Appluimonia	1.27833	8/9/16 10:0:0
Appluimonia	1.20124	8/9/16 10:0:0
Chlorodinine	1.14497	8/9/16 10:0:0
AGOC-3A	1.10125	8/9/16 10:0:0
Methylosmolene	1.09912	8/9/16 10:0:0
AGOC-3A	0.931764	8/9/16 10:0:0
Methylosmolene	0.927038	8/9/16 10:0:0
AGOC-3A	0.775712	8/9/16 10:0:0
Chlorodinine	0.765819	8/9/16 10:0:0
Chlorodinine	0.652699	8/9/16 10:0:0
Methylosmolene	0.476384	8/9/16 10:0:0
Chlorodinine	0.465002	8/9/16 10:0:0
Methylosmolene	0.452724	8/9/16 10:0:0
AGOC-3A	0.316328	8/9/16 10:0:0
AGOC-3A	0.297008	8/9/16 10:0:0
Appluimonia	0.256847	8/9/16 10:0:0
Appluimonia	0.220635	8/9/16 10:0:0
AGOC-3A	0.210539	8/9/16 10:0:0
Methylosmolene	0.19318	8/9/16 10:0:0
Appluimonia	0.187987	8/9/16 10:0:0
AGOC-3A	0.175827	8/9/16 10:0:0
Appluimonia	0.169046	8/9/16 10:0:0
Appluimonia	0.162351	8/9/16 10:0:0
Chlorodinine	0.128337	8/9/16 10:0:0
AGOC-3A	0.119208	8/9/16 10:0:0
AGOC-3A	0.116466	8/9/16 10:0:0
Chlorodinine	0.0903216	8/9/16 10:0:0
Appluimonia	0.0587265	8/9/16 10:0:0
Chlorodinine	0.0491611	8/9/16 10:0:0
Appluimonia	0.041913	8/9/16 10:0:0
Chlorodinine	0.0361541	8/9/16 10:0:0
Methylosmolene	0.0232988	8/9/16 10:0:0
Methylosmolene	0.0141575	8/9/16 10:0:0
Methylosmolene	0.00898328	8/9/16 10:0:0
Appluimonia	2.55394	8/9/16 11:0:0
Methylosmolene	2.23155	8/9/16 11:0:0
Appluimonia	2.12434	8/9/16 11:0:0
Appluimonia	1.36888	8/9/16 11:0:0
AGOC-3A	1.33532	8/9/16 11:0:0
Methylosmolene	1.20819	8/9/16 11:0:0
Chlorodinine	1.1882	8/9/16 11:0:0
Methylosmolene	1.14619	8/9/16 11:0:0
AGOC-3A	1.14125	8/9/16 11:0:0
Methylosmolene	1.08779	8/9/16 11:0:0
AGOC-3A	0.773494	8/9/16 11:0:0
Chlorodinine	0.734378	8/9/16 11:0:0
Appluimonia	0.681101	8/9/16 11:0:0
Methylosmolene	0.666136	8/9/16 11:0:0
Appluimonia	0.552389	8/9/16 11:0:0
AGOC-3A	0.549113	8/9/16 11:0:0
Chlorodinine	0.536254	8/9/16 11:0:0
AGOC-3A	0.509749	8/9/16 11:0:0
Methylosmolene	0.469803	8/9/16 11:0:0
Chlorodinine	0.452557	8/9/16 11:0:0
Chlorodinine	0.406452	8/9/16 11:0:0
Appluimonia	0.403524	8/9/16 11:0:0
Appluimonia	0.326918	8/9/16 11:0:0
Methylosmolene	0.292797	8/9/16 11:0:0
Chlorodinine	0.268171	8/9/16 11:0:0
Chlorodinine	0.25567	8/9/16 11:0:0
Appluimonia	0.240256	8/9/16 11:0:0
Methylosmolene	0.223586	8/9/16 11:0:0
AGOC-3A	0.196394	8/9/16 11:0:0
AGOC-3A	0.188527	8/9/16 11:0:0
Chlorodinine	0.168777	8/9/16 11:0:0
Appluimonia	0.158807	8/9/16 11:0:0
AGOC-3A	0.0818366	8/9/16 11:0:0
Chlorodinine	0.072508	8/9/16 11:0:0
Methylosmolene	0.0709475	8/9/16 11:0:0
AGOC-3A	0.0200783	8/9/16 11:0:0
Chlorodinine	1.49304	8/9/16 12:0:0
Appluimonia	1.22024	8/9/16 12:0:0
Appluimonia	1.21614	8/9/16 12:0:0
Methylosmolene	1.02232	8/9/16 12:0:0
Chlorodinine	0.946205	8/9/16 12:0:0
AGOC-3A	0.903226	8/9/16 12:0:0
Methylosmolene	0.851166	8/9/16 12:0:0
Appluimonia	0.699587	8/9/16 12:0:0
Appluimonia	0.621532	8/9/16 12:0:0
Chlorodinine	0.602665	8/9/16 12:0:0
Methylosmolene	0.566064	8/9/16 12:0:0
AGOC-3A	0.56523	8/9/16 12:0:0
Appluimonia	0.557565	8/9/16 12:0:0
Methylosmolene	0.539358	8/9/16 12:0:0
Chlorodinine	0.494206	8/9/16 12:0:0
Appluimonia	0.456338	8/9/16 12:0:0
Methylosmolene	0.454134	8/9/16 12:0:0
Chlorodinine	0.437519	8/9/16 12:0:0
Chlorodinine	0.401918	8/9/16 12:0:0
Methylosmolene	0.392611	8/9/16 12:0:0
Chlorodinine	0.355519	8/9/16 12:0:0
AGOC-3A	0.274663	8/9/16 12:0:0
AGOC-3A	0.266295	8/9/16 12:0:0
AGOC-3A	0.23493	8/9/16 12:0:0
Chlorodinine	0.234729	8/9/16 12:0:0
Appluimonia	0.197373	8/9/16 12:0:0
AGOC-3A	0.171732	8/9/16 12:0:0
Methylosmolene	0.14606	8/9/16 12:0:0
Appluimonia	0.140875	8/9/16 12:0:0
AGOC-3A	0.123419	8/9/16 12:0:0
Methylosmolene	0.11816	8/9/16 12:0:0
Methylosmolene	0.117707	8/9/16 12:0:0
AGOC-3A	0.0955994	8/9/16 12:0:0
Appluimonia	0.0901703	8/9/16 12:0:0
AGOC-3A	0.0260555	8/9/16 12:0:0
Chlorodinine	0.0158537	8/9/16 12:0:0
Appluimonia	1.56854	8/9/16 13:0:0
Methylosmolene	1.15814	8/9/16 13:0:0
Appluimonia	0.963797	8/9/16 13:0:0
Appluimonia	0.958399	8/9/16 13:0:0
Methylosmolene	0.908359	8/9/16 13:0:0
Chlorodinine	0.864514	8/9/16 13:0:0
Appluimonia	0.823367	8/9/16 13:0:0
AGOC-3A	0.794522	8/9/16 13:0:0
Chlorodinine	0.779718	8/9/16 13:0:0
Methylosmolene	0.777876	8/9/16 13:0:0
AGOC-3A	0.692347	8/9/16 13:0:0
Chlorodinine	0.689243	8/9/16 13:0:0
Methylosmolene	0.688145	8/9/16 13:0:0
Chlorodinine	0.659028	8/9/16 13:0:0
Methylosmolene	0.646126	8/9/16 13:0:0
AGOC-3A	0.539112	8/9/16 13:0:0
AGOC-3A	0.53257	8/9/16 13:0:0
Appluimonia	0.460122	8/9/16 13:0:0
Methylosmolene	0.430926	8/9/16 13:0:0
Methylosmolene	0.419058	8/9/16 13:0:0
Appluimonia	0.408839	8/9/16 13:0:0
Appluimonia	0.40518	8/9/16 13:0:0
Methylosmolene	0.377312	8/9/16 13:0:0
AGOC-3A	0.346214	8/9/16 13:0:0
AGOC-3A	0.335259	8/9/16 13:0:0
Chlorodinine	0.302571	8/9/16 13:0:0
Chlorodinine	0.181067	8/9/16 13:0:0
Chlorodinine	0.156789	8/9/16 13:0:0
AGOC-3A	0.124582	8/9/16 13:0:0
Chlorodinine	0.123717	8/9/16 13:0:0
Appluimonia	0.114369	8/9/16 13:0:0
AGOC-3A	0.100186	8/9/16 13:0:0
Appluimonia	0.0830803	8/9/16 13:0:0
Methylosmolene	0.0710782	8/9/16 13:0:0
Chlorodinine	0.0356561	8/9/16 13:0:0
AGOC-3A	0.0286642	8/9/16 13:0:0
Chlorodinine	1.97182	8/9/16 14:0:0
Appluimonia	1.05336	8/9/16 14:0:0
AGOC-3A	0.996913	8/9/16 14:0:0
AGOC-3A	0.968387	8/9/16 14:0:0
Chlorodinine	0.963648	8/9/16 14:0:0
Methylosmolene	0.957731	8/9/16 14:0:0
Appluimonia	0.927052	8/9/16 14:0:0
Methylosmolene	0.736012	8/9/16 14:0:0
Appluimonia	0.718238	8/9/16 14:0:0
Chlorodinine	0.691352	8/9/16 14:0:0
Chlorodinine	0.608862	8/9/16 14:0:0
Appluimonia	0.599563	8/9/16 14:0:0
Chlorodinine	0.543616	8/9/16 14:0:0
Appluimonia	0.500944	8/9/16 14:0:0
AGOC-3A	0.466104	8/9/16 14:0:0
Appluimonia	0.425184	8/9/16 14:0:0
Methylosmolene	0.411443	8/9/16 14:0:0
Methylosmolene	0.396524	8/9/16 14:0:0
AGOC-3A	0.386549	8/9/16 14:0:0
Chlorodinine	0.350445	8/9/16 14:0:0
AGOC-3A	0.333552	8/9/16 14:0:0
Methylosmolene	0.302153	8/9/16 14:0:0
Methylosmolene	0.298198	8/9/16 14:0:0
Methylosmolene	0.29056	8/9/16 14:0:0
Methylosmolene	0.222487	8/9/16 14:0:0
AGOC-3A	0.208901	8/9/16 14:0:0
Appluimonia	0.186632	8/9/16 14:0:0
Chlorodinine	0.181899	8/9/16 14:0:0
AGOC-3A	0.126657	8/9/16 14:0:0
AGOC-3A	0.101765	8/9/16 14:0:0
Chlorodinine	0.0955953	8/9/16 14:0:0
Appluimonia	0.0829826	8/9/16 14:0:0
Chlorodinine	0.0776941	8/9/16 14:0:0
Methylosmolene	0.0472761	8/9/16 14:0:0
AGOC-3A	0.0314051	8/9/16 14:0:0
Appluimonia	0.0142357	8/9/16 14:0:0
Chlorodinine	7.95759	8/9/16 15:0:0
Methylosmolene	2.6504	8/9/16 15:0:0
Methylosmolene	2.26065	8/9/16 15:0:0
Chlorodinine	1.27074	8/9/16 15:0:0
Methylosmolene	1.11672	8/9/16 15:0:0
Appluimonia	1.09636	8/9/16 15:0:0
AGOC-3A	0.985817	8/9/16 15:0:0
AGOC-3A	0.972104	8/9/16 15:0:0
Methylosmolene	0.884767	8/9/16 15:0:0
AGOC-3A	0.817995	8/9/16 15:0:0
AGOC-3A	0.767674	8/9/16 15:0:0
Appluimonia	0.681582	8/9/16 15:0:0
Appluimonia	0.640839	8/9/16 15:0:0
Chlorodinine	0.640798	8/9/16 15:0:0
AGOC-3A	0.598146	8/9/16 15:0:0
Appluimonia	0.596664	8/9/16 15:0:0
Appluimonia	0.538764	8/9/16 15:0:0
Methylosmolene	0.516506	8/9/16 15:0:0
AGOC-3A	0.429547	8/9/16 15:0:0
Appluimonia	0.407175	8/9/16 15:0:0
AGOC-3A	0.397131	8/9/16 15:0:0
Appluimonia	0.383464	8/9/16 15:0:0
Methylosmolene	0.370056	8/9/16 15:0:0
Chlorodinine	0.336898	8/9/16 15:0:0
Chlorodinine	0.329564	8/9/16 15:0:0
Appluimonia	0.311577	8/9/16 15:0:0
Methylosmolene	0.308528	8/9/16 15:0:0
Chlorodinine	0.275049	8/9/16 15:0:0
Chlorodinine	0.274069	8/9/16 15:0:0
Chlorodinine	0.244938	8/9/16 15:0:0
Methylosmolene	0.169149	8/9/16 15:0:0
Methylosmolene	0.164696	8/9/16 15:0:0
Appluimonia	0.121696	8/9/16 15:0:0
AGOC-3A	0.119077	8/9/16 15:0:0
AGOC-3A	0.105342	8/9/16 15:0:0
Chlorodinine	0.0283204	8/9/16 15:0:0
Chlorodinine	2.95593	8/9/16 16:0:0
Chlorodinine	2.46743	8/9/16 16:0:0
Methylosmolene	1.41626	8/9/16 16:0:0
AGOC-3A	1.23672	8/9/16 16:0:0
Appluimonia	1.21694	8/9/16 16:0:0
Chlorodinine	1.11818	8/9/16 16:0:0
Chlorodinine	0.960287	8/9/16 16:0:0
AGOC-3A	0.951995	8/9/16 16:0:0
AGOC-3A	0.93969	8/9/16 16:0:0
Chlorodinine	0.910636	8/9/16 16:0:0
Methylosmolene	0.894948	8/9/16 16:0:0
Methylosmolene	0.723391	8/9/16 16:0:0
Methylosmolene	0.580529	8/9/16 16:0:0
Methylosmolene	0.575445	8/9/16 16:0:0
Chlorodinine	0.502393	8/9/16 16:0:0
AGOC-3A	0.465544	8/9/16 16:0:0
AGOC-3A	0.45248	8/9/16 16:0:0
Chlorodinine	0.447837	8/9/16 16:0:0
Appluimonia	0.400344	8/9/16 16:0:0
Appluimonia	0.395852	8/9/16 16:0:0
AGOC-3A	0.372446	8/9/16 16:0:0
AGOC-3A	0.365458	8/9/16 16:0:0
Methylosmolene	0.354028	8/9/16 16:0:0
AGOC-3A	0.350255	8/9/16 16:0:0
Appluimonia	0.313226	8/9/16 16:0:0
Appluimonia	0.310938	8/9/16 16:0:0
Methylosmolene	0.277286	8/9/16 16:0:0
Appluimonia	0.271342	8/9/16 16:0:0
Chlorodinine	0.265	8/9/16 16:0:0
AGOC-3A	0.255038	8/9/16 16:0:0
Appluimonia	0.2231	8/9/16 16:0:0
Chlorodinine	0.139954	8/9/16 16:0:0
Appluimonia	0.132986	8/9/16 16:0:0
Appluimonia	0.130846	8/9/16 16:0:0
Methylosmolene	0.0725072	8/9/16 16:0:0
Methylosmolene	0.0571014	8/9/16 16:0:0
Appluimonia	2.95745	8/9/16 17:0:0
Chlorodinine	2.05957	8/9/16 17:0:0
Appluimonia	1.29748	8/9/16 17:0:0
Methylosmolene	1.04793	8/9/16 17:0:0
Chlorodinine	0.996612	8/9/16 17:0:0
Appluimonia	0.965223	8/9/16 17:0:0
AGOC-3A	0.896246	8/9/16 17:0:0
Methylosmolene	0.890466	8/9/16 17:0:0
Methylosmolene	0.743943	8/9/16 17:0:0
Appluimonia	0.723971	8/9/16 17:0:0
Chlorodinine	0.698297	8/9/16 17:0:0
Chlorodinine	0.561458	8/9/16 17:0:0
Chlorodinine	0.55873	8/9/16 17:0:0
Methylosmolene	0.553497	8/9/16 17:0:0
Methylosmolene	0.547316	8/9/16 17:0:0
AGOC-3A	0.516592	8/9/16 17:0:0
Chlorodinine	0.416911	8/9/16 17:0:0
Chlorodinine	0.400345	8/9/16 17:0:0
AGOC-3A	0.377023	8/9/16 17:0:0
Methylosmolene	0.374017	8/9/16 17:0:0
Appluimonia	0.366573	8/9/16 17:0:0
AGOC-3A	0.36364	8/9/16 17:0:0
AGOC-3A	0.348704	8/9/16 17:0:0
Chlorodinine	0.34264	8/9/16 17:0:0
Methylosmolene	0.309218	8/9/16 17:0:0
Appluimonia	0.253426	8/9/16 17:0:0
AGOC-3A	0.221954	8/9/16 17:0:0
AGOC-3A	0.210864	8/9/16 17:0:0
Chlorodinine	0.160487	8/9/16 17:0:0
Appluimonia	0.124984	8/9/16 17:0:0
Methylosmolene	0.122452	8/9/16 17:0:0
Appluimonia	0.108307	8/9/16 17:0:0
Appluimonia	0.0680845	8/9/16 17:0:0
Methylosmolene	0.0528651	8/9/16 17:0:0
AGOC-3A	0.0256831	8/9/16 17:0:0
AGOC-3A	0.012745	8/9/16 17:0:0
Appluimonia	2.49762	8/9/16 18:0:0
Chlorodinine	1.37443	8/9/16 18:0:0
Chlorodinine	1.28092	8/9/16 18:0:0
Methylosmolene	1.26528	8/9/16 18:0:0
Chlorodinine	1.13528	8/9/16 18:0:0
AGOC-3A	1.13346	8/9/16 18:0:0
Appluimonia	1.04616	8/9/16 18:0:0
Appluimonia	1.02371	8/9/16 18:0:0
Methylosmolene	0.928401	8/9/16 18:0:0
AGOC-3A	0.731031	8/9/16 18:0:0
Appluimonia	0.67027	8/9/16 18:0:0
Appluimonia	0.650302	8/9/16 18:0:0
Chlorodinine	0.633843	8/9/16 18:0:0
AGOC-3A	0.592226	8/9/16 18:0:0
Methylosmolene	0.574944	8/9/16 18:0:0
Methylosmolene	0.495636	8/9/16 18:0:0
Chlorodinine	0.455156	8/9/16 18:0:0
Appluimonia	0.449656	8/9/16 18:0:0
Chlorodinine	0.391455	8/9/16 18:0:0
AGOC-3A	0.355815	8/9/16 18:0:0
AGOC-3A	0.342302	8/9/16 18:0:0
Methylosmolene	0.340724	8/9/16 18:0:0
Appluimonia	0.323572	8/9/16 18:0:0
AGOC-3A	0.301193	8/9/16 18:0:0
Appluimonia	0.282039	8/9/16 18:0:0
Methylosmolene	0.263866	8/9/16 18:0:0
Methylosmolene	0.217825	8/9/16 18:0:0
Chlorodinine	0.180198	8/9/16 18:0:0
Chlorodinine	0.166334	8/9/16 18:0:0
AGOC-3A	0.145136	8/9/16 18:0:0
Methylosmolene	0.130368	8/9/16 18:0:0
Methylosmolene	0.111999	8/9/16 18:0:0
AGOC-3A	0.110678	8/9/16 18:0:0
Appluimonia	0.102808	8/9/16 18:0:0
AGOC-3A	0.0443144	8/9/16 18:0:0
Chlorodinine	0.0150565	8/9/16 18:0:0
AGOC-3A	21.38705	8/9/16 19:0:0
AGOC-3A	2.58436	8/9/16 19:0:0
AGOC-3A	1.78948	8/9/16 19:0:0
Appluimonia	1.60306	8/9/16 19:0:0
Chlorodinine	1.426	8/9/16 19:0:0
Appluimonia	1.35792	8/9/16 19:0:0
Appluimonia	1.23313	8/9/16 19:0:0
Methylosmolene	1.11225	8/9/16 19:0:0
Methylosmolene	1.07035	8/9/16 19:0:0
Chlorodinine	1.06687	8/9/16 19:0:0
AGOC-3A	1.06166	8/9/16 19:0:0
Chlorodinine	1.00724	8/9/16 19:0:0
Methylosmolene	0.835786	8/9/16 19:0:0
AGOC-3A	0.822014	8/9/16 19:0:0
AGOC-3A	0.758493	8/9/16 19:0:0
Chlorodinine	0.712044	8/9/16 19:0:0
Appluimonia	0.707318	8/9/16 19:0:0
AGOC-3A	0.554533	8/9/16 19:0:0
Methylosmolene	0.532319	8/9/16 19:0:0
Chlorodinine	0.469853	8/9/16 19:0:0
Chlorodinine	0.462917	8/9/16 19:0:0
AGOC-3A	0.41644	8/9/16 19:0:0
Appluimonia	0.400654	8/9/16 19:0:0
Methylosmolene	0.340227	8/9/16 19:0:0
Chlorodinine	0.338002	8/9/16 19:0:0
Methylosmolene	0.243431	8/9/16 19:0:0
AGOC-3A	0.231239	8/9/16 19:0:0
Appluimonia	0.210654	8/9/16 19:0:0
Methylosmolene	0.195687	8/9/16 19:0:0
Chlorodinine	0.192345	8/9/16 19:0:0
Appluimonia	0.153164	8/9/16 19:0:0
Appluimonia	0.077823	8/9/16 19:0:0
AGOC-3A	0.0718681	8/9/16 19:0:0
Methylosmolene	0.0627736	8/9/16 19:0:0
Chlorodinine	0.0587118	8/9/16 19:0:0
Appluimonia	0.0581605	8/9/16 19:0:0
AGOC-3A	56.59016	8/9/16 20:0:0
AGOC-3A	5.65116	8/9/16 20:0:0
Appluimonia	2.18095	8/9/16 20:0:0
AGOC-3A	1.63075	8/9/16 20:0:0
Chlorodinine	1.22849	8/9/16 20:0:0
AGOC-3A	1.15373	8/9/16 20:0:0
Appluimonia	1.05838	8/9/16 20:0:0
Appluimonia	0.956237	8/9/16 20:0:0
Methylosmolene	0.939056	8/9/16 20:0:0
Chlorodinine	0.908125	8/9/16 20:0:0
Chlorodinine	0.888778	8/9/16 20:0:0
Appluimonia	0.875395	8/9/16 20:0:0
Methylosmolene	0.827623	8/9/16 20:0:0
Methylosmolene	0.807259	8/9/16 20:0:0
AGOC-3A	0.668237	8/9/16 20:0:0
Appluimonia	0.594419	8/9/16 20:0:0
Methylosmolene	0.461282	8/9/16 20:0:0
Chlorodinine	0.442326	8/9/16 20:0:0
Appluimonia	0.438999	8/9/16 20:0:0
Chlorodinine	0.426708	8/9/16 20:0:0
Chlorodinine	0.426311	8/9/16 20:0:0
Appluimonia	0.370216	8/9/16 20:0:0
Methylosmolene	0.359629	8/9/16 20:0:0
Chlorodinine	0.301004	8/9/16 20:0:0
AGOC-3A	0.29053	8/9/16 20:0:0
Methylosmolene	0.278259	8/9/16 20:0:0
AGOC-3A	0.27377	8/9/16 20:0:0
AGOC-3A	0.253534	8/9/16 20:0:0
AGOC-3A	0.238779	8/9/16 20:0:0
Appluimonia	0.201762	8/9/16 20:0:0
Chlorodinine	0.188593	8/9/16 20:0:0
Methylosmolene	0.134517	8/9/16 20:0:0
Chlorodinine	0.131799	8/9/16 20:0:0
Appluimonia	0.0872387	8/9/16 20:0:0
Methylosmolene	0.0353551	8/9/16 20:0:0
AGOC-3A	0.00833582	8/9/16 20:0:0
Appluimonia	2.51748	8/9/16 21:0:0
Methylosmolene	2.42474	8/9/16 21:0:0
Methylosmolene	1.46651	8/9/16 21:0:0
Methylosmolene	1.28447	8/9/16 21:0:0
AGOC-3A	1.13489	8/9/16 21:0:0
Chlorodinine	0.954794	8/9/16 21:0:0
Appluimonia	0.869896	8/9/16 21:0:0
Appluimonia	0.806907	8/9/16 21:0:0
AGOC-3A	0.767132	8/9/16 21:0:0
Methylosmolene	0.593924	8/9/16 21:0:0
AGOC-3A	0.580649	8/9/16 21:0:0
AGOC-3A	0.579549	8/9/16 21:0:0
Chlorodinine	0.574945	8/9/16 21:0:0
AGOC-3A	0.519454	8/9/16 21:0:0
Methylosmolene	0.444235	8/9/16 21:0:0
Appluimonia	0.437092	8/9/16 21:0:0
AGOC-3A	0.430422	8/9/16 21:0:0
AGOC-3A	0.424765	8/9/16 21:0:0
Chlorodinine	0.383401	8/9/16 21:0:0
Chlorodinine	0.347562	8/9/16 21:0:0
AGOC-3A	0.346802	8/9/16 21:0:0
Chlorodinine	0.317176	8/9/16 21:0:0
Methylosmolene	0.304091	8/9/16 21:0:0
AGOC-3A	0.290813	8/9/16 21:0:0
Chlorodinine	0.22643	8/9/16 21:0:0
Chlorodinine	0.219402	8/9/16 21:0:0
Appluimonia	0.195319	8/9/16 21:0:0
Appluimonia	0.128078	8/9/16 21:0:0
Appluimonia	0.101906	8/9/16 21:0:0
Chlorodinine	0.0914566	8/9/16 21:0:0
Methylosmolene	0.0897086	8/9/16 21:0:0
Methylosmolene	0.0896183	8/9/16 21:0:0
Appluimonia	0.0876111	8/9/16 21:0:0
Methylosmolene	0.0667229	8/9/16 21:0:0
Chlorodinine	0.0500343	8/9/16 21:0:0
Appluimonia	0.0325751	8/9/16 21:0:0
AGOC-3A	1.81034	8/9/16 22:0:0
Chlorodinine	1.37005	8/9/16 22:0:0
AGOC-3A	1.28622	8/9/16 22:0:0
Appluimonia	1.25529	8/9/16 22:0:0
Methylosmolene	1.23603	8/9/16 22:0:0
Appluimonia	1.22806	8/9/16 22:0:0
Chlorodinine	1.15003	8/9/16 22:0:0
Methylosmolene	0.795429	8/9/16 22:0:0
Appluimonia	0.657655	8/9/16 22:0:0
Chlorodinine	0.631825	8/9/16 22:0:0
Methylosmolene	0.585662	8/9/16 22:0:0
Appluimonia	0.569813	8/9/16 22:0:0
Chlorodinine	0.569382	8/9/16 22:0:0
Chlorodinine	0.470907	8/9/16 22:0:0
AGOC-3A	0.461296	8/9/16 22:0:0
Appluimonia	0.452114	8/9/16 22:0:0
AGOC-3A	0.434513	8/9/16 22:0:0
Methylosmolene	0.425411	8/9/16 22:0:0
Appluimonia	0.416765	8/9/16 22:0:0
AGOC-3A	0.401782	8/9/16 22:0:0
AGOC-3A	0.388724	8/9/16 22:0:0
AGOC-3A	0.384266	8/9/16 22:0:0
Methylosmolene	0.382123	8/9/16 22:0:0
Methylosmolene	0.354892	8/9/16 22:0:0
AGOC-3A	0.352237	8/9/16 22:0:0
Chlorodinine	0.333928	8/9/16 22:0:0
Chlorodinine	0.304527	8/9/16 22:0:0
Appluimonia	0.28647	8/9/16 22:0:0
Appluimonia	0.232241	8/9/16 22:0:0
Methylosmolene	0.212564	8/9/16 22:0:0
Appluimonia	0.197539	8/9/16 22:0:0
Methylosmolene	0.185368	8/9/16 22:0:0
AGOC-3A	0.179947	8/9/16 22:0:0
Methylosmolene	0.16165	8/9/16 22:0:0
Chlorodinine	0.124074	8/9/16 22:0:0
Chlorodinine	0.113513	8/9/16 22:0:0
Methylosmolene	1.65411	8/9/16 23:0:0
Chlorodinine	1.42679	8/9/16 23:0:0
Chlorodinine	1.24691	8/9/16 23:0:0
Appluimonia	1.09747	8/9/16 23:0:0
Methylosmolene	0.975591	8/9/16 23:0:0
AGOC-3A	0.917993	8/9/16 23:0:0
Chlorodinine	0.890246	8/9/16 23:0:0
Chlorodinine	0.852798	8/9/16 23:0:0
AGOC-3A	0.682506	8/9/16 23:0:0
Chlorodinine	0.576939	8/9/16 23:0:0
Methylosmolene	0.544389	8/9/16 23:0:0
Appluimonia	0.500057	8/9/16 23:0:0
AGOC-3A	0.499157	8/9/16 23:0:0
Appluimonia	0.487425	8/9/16 23:0:0
Chlorodinine	0.348749	8/9/16 23:0:0
AGOC-3A	0.3277	8/9/16 23:0:0
Chlorodinine	0.324656	8/9/16 23:0:0
AGOC-3A	0.317435	8/9/16 23:0:0
Methylosmolene	0.291005	8/9/16 23:0:0
Appluimonia	0.285641	8/9/16 23:0:0
Methylosmolene	0.283974	8/9/16 23:0:0
Appluimonia	0.25113	8/9/16 23:0:0
Appluimonia	0.183759	8/9/16 23:0:0
AGOC-3A	0.165561	8/9/16 23:0:0
Methylosmolene	0.162415	8/9/16 23:0:0
AGOC-3A	0.147801	8/9/16 23:0:0
Appluimonia	0.141267	8/9/16 23:0:0
Chlorodinine	0.119768	8/9/16 23:0:0
Methylosmolene	0.106499	8/9/16 23:0:0
Appluimonia	0.105273	8/9/16 23:0:0
Appluimonia	0.1044	8/9/16 23:0:0
AGOC-3A	0.097448	8/9/16 23:0:0
Methylosmolene	0.0666934	8/9/16 23:0:0
AGOC-3A	0.0178431	8/9/16 23:0:0
Methylosmolene	0.0151525	8/9/16 23:0:0
Chlorodinine	0.00507559	8/9/16 23:0:0
Methylosmolene	21.6263	8/10/16 0:0:0
AGOC-3A	2.93325	8/10/16 0:0:0
AGOC-3A	2.48458	8/10/16 0:0:0
Chlorodinine	1.94897	8/10/16 0:0:0
Chlorodinine	1.40816	8/10/16 0:0:0
Appluimonia	1.38752	8/10/16 0:0:0
Methylosmolene	1.0807	8/10/16 0:0:0
AGOC-3A	1.04644	8/10/16 0:0:0
Appluimonia	1.0375	8/10/16 0:0:0
AGOC-3A	1.02918	8/10/16 0:0:0
Methylosmolene	1.01416	8/10/16 0:0:0
Appluimonia	0.912948	8/10/16 0:0:0
Chlorodinine	0.739147	8/10/16 0:0:0
Methylosmolene	0.723295	8/10/16 0:0:0
Appluimonia	0.679558	8/10/16 0:0:0
Chlorodinine	0.672114	8/10/16 0:0:0
Chlorodinine	0.560325	8/10/16 0:0:0
Methylosmolene	0.545217	8/10/16 0:0:0
AGOC-3A	0.524824	8/10/16 0:0:0
AGOC-3A	0.493798	8/10/16 0:0:0
Methylosmolene	0.491911	8/10/16 0:0:0
Appluimonia	0.483066	8/10/16 0:0:0
Methylosmolene	0.379406	8/10/16 0:0:0
Methylosmolene	0.312544	8/10/16 0:0:0
AGOC-3A	0.2675	8/10/16 0:0:0
Chlorodinine	0.263091	8/10/16 0:0:0
Chlorodinine	0.182237	8/10/16 0:0:0
Appluimonia	0.165738	8/10/16 0:0:0
Methylosmolene	0.12888	8/10/16 0:0:0
Chlorodinine	0.100349	8/10/16 0:0:0
Appluimonia	0.0804192	8/10/16 0:0:0
AGOC-3A	0.0625412	8/10/16 0:0:0
Appluimonia	0.0596039	8/10/16 0:0:0
AGOC-3A	0.0536017	8/10/16 0:0:0
Chlorodinine	0.0503921	8/10/16 0:0:0
Appluimonia	0.0162393	8/10/16 0:0:0
Methylosmolene	22.01572	8/10/16 1:0:0
AGOC-3A	3.10512	8/10/16 1:0:0
Chlorodinine	2.81068	8/10/16 1:0:0
AGOC-3A	2.27654	8/10/16 1:0:0
AGOC-3A	1.93158	8/10/16 1:0:0
Appluimonia	1.46981	8/10/16 1:0:0
Appluimonia	1.18483	8/10/16 1:0:0
Appluimonia	1.1185	8/10/16 1:0:0
AGOC-3A	1.10099	8/10/16 1:0:0
AGOC-3A	1.079	8/10/16 1:0:0
Appluimonia	0.937205	8/10/16 1:0:0
Methylosmolene	0.656505	8/10/16 1:0:0
Methylosmolene	0.570227	8/10/16 1:0:0
