Chemical	Monitor	Reading	Year	Month	Day	Hour	Minutes	Seconds
AGOC-3A	8	0.235053	2016	4	28	9	0	0
Methylosmolene	5	0.204264	2016	4	28	9	0	0
Appluimonia	2	0.202218	2016	4	28	9	0	0
AGOC-3A	2	0.198669	2016	4	28	9	0	0
Methylosmolene	2	0.17365	2016	4	28	9	0	0
Appluimonia	6	0.170082	2016	4	28	9	0	0
Chlorodinine	3	0.163427	2016	4	28	9	0	0
Methylosmolene	1	0.151101	2016	4	28	9	0	0
Chlorodinine	8	0.142797	2016	4	28	9	0	0
Appluimonia	5	0.116161	2016	4	28	9	0	0
AGOC-3A	1	0.0188246	2016	4	28	9	0	0
AGOC-3A	3	1.88908	2016	4	28	10	0	0
AGOC-3A	7	1.21251	2016	4	28	10	0	0
Appluimonia	2	0.994964	2016	4	28	10	0	0
Methylosmolene	2	0.906692	2016	4	28	10	0	0
Chlorodinine	7	0.863054	2016	4	28	10	0	0
Chlorodinine	8	0.80236	2016	4	28	10	0	0
Methylosmolene	3	0.794915	2016	4	28	10	0	0
Methylosmolene	7	0.783956	2016	4	28	10	0	0
AGOC-3A	8	0.680642	2016	4	28	10	0	0
AGOC-3A	6	0.675235	2016	4	28	10	0	0
Appluimonia	4	0.643338	2016	4	28	10	0	0
Chlorodinine	4	0.624057	2016	4	28	10	0	0
Appluimonia	3	0.597695	2016	4	28	10	0	0
Chlorodinine	5	0.586154	2016	4	28	10	0	0
AGOC-3A	4	0.481551	2016	4	28	10	0	0
Appluimonia	7	0.414537	2016	4	28	10	0	0
Appluimonia	6	0.399197	2016	4	28	10	0	0
Appluimonia	1	0.362666	2016	4	28	10	0	0
Methylosmolene	8	0.293952	2016	4	28	10	0	0
Methylosmolene	4	0.292318	2016	4	28	10	0	0
AGOC-3A	2	0.270016	2016	4	28	10	0	0
Methylosmolene	9	0.246427	2016	4	28	10	0	0
Chlorodinine	3	0.2067	2016	4	28	10	0	0
AGOC-3A	5	0.188667	2016	4	28	10	0	0
Appluimonia	9	0.18615	2016	4	28	10	0	0
AGOC-3A	1	0.170851	2016	4	28	10	0	0
Appluimonia	5	0.14276	2016	4	28	10	0	0
Methylosmolene	1	0.140194	2016	4	28	10	0	0
AGOC-3A	9	0.139025	2016	4	28	10	0	0
Appluimonia	8	0.134348	2016	4	28	10	0	0
Chlorodinine	1	0.119854	2016	4	28	10	0	0
Methylosmolene	5	0.0785639	2016	4	28	10	0	0
Chlorodinine	6	0.0698959	2016	4	28	10	0	0
Chlorodinine	9	0.0606945	2016	4	28	10	0	0
Methylosmolene	6	0.0439255	2016	4	28	10	0	0
Chlorodinine	2	0.0394096	2016	4	28	10	0	0
Methylosmolene	3	2.90015	2016	4	28	11	0	0
AGOC-3A	3	1.20969	2016	4	28	11	0	0
AGOC-3A	2	1.17221	2016	4	28	11	0	0
Chlorodinine	2	0.837439	2016	4	28	11	0	0
Methylosmolene	4	0.614587	2016	4	28	11	0	0
AGOC-3A	8	0.550688	2016	4	28	11	0	0
Chlorodinine	3	0.544795	2016	4	28	11	0	0
Chlorodinine	7	0.537561	2016	4	28	11	0	0
AGOC-3A	6	0.535932	2016	4	28	11	0	0
Appluimonia	7	0.466757	2016	4	28	11	0	0
Methylosmolene	2	0.404132	2016	4	28	11	0	0
Chlorodinine	1	0.364556	2016	4	28	11	0	0
Chlorodinine	4	0.344453	2016	4	28	11	0	0
Methylosmolene	8	0.33433	2016	4	28	11	0	0
Appluimonia	2	0.324871	2016	4	28	11	0	0
Appluimonia	3	0.307982	2016	4	28	11	0	0
Methylosmolene	7	0.301168	2016	4	28	11	0	0
AGOC-3A	9	0.280726	2016	4	28	11	0	0
Appluimonia	6	0.276252	2016	4	28	11	0	0
Appluimonia	8	0.27037	2016	4	28	11	0	0
Methylosmolene	9	0.244528	2016	4	28	11	0	0
Appluimonia	1	0.236827	2016	4	28	11	0	0
Appluimonia	4	0.201397	2016	4	28	11	0	0
Methylosmolene	1	0.196121	2016	4	28	11	0	0
AGOC-3A	5	0.189301	2016	4	28	11	0	0
Appluimonia	5	0.185701	2016	4	28	11	0	0
Chlorodinine	9	0.175729	2016	4	28	11	0	0
Appluimonia	9	0.122219	2016	4	28	11	0	0
Chlorodinine	6	0.119094	2016	4	28	11	0	0
Chlorodinine	8	0.114009	2016	4	28	11	0	0
AGOC-3A	7	0.111823	2016	4	28	11	0	0
Chlorodinine	5	0.0818311	2016	4	28	11	0	0
Methylosmolene	6	0.0671595	2016	4	28	11	0	0
Methylosmolene	5	0.0646515	2016	4	28	11	0	0
AGOC-3A	4	0.0185574	2016	4	28	11	0	0
AGOC-3A	1	0.015619	2016	4	28	11	0	0
Chlorodinine	3	2.58429	2016	4	28	12	0	0
AGOC-3A	6	0.771765	2016	4	28	12	0	0
Appluimonia	2	0.755403	2016	4	28	12	0	0
AGOC-3A	3	0.70028	2016	4	28	12	0	0
Chlorodinine	1	0.668222	2016	4	28	12	0	0
Chlorodinine	7	0.653058	2016	4	28	12	0	0
Chlorodinine	5	0.595037	2016	4	28	12	0	0
Chlorodinine	4	0.545872	2016	4	28	12	0	0
Methylosmolene	6	0.493786	2016	4	28	12	0	0
AGOC-3A	4	0.49085	2016	4	28	12	0	0
AGOC-3A	2	0.451174	2016	4	28	12	0	0
Methylosmolene	7	0.394439	2016	4	28	12	0	0
Methylosmolene	1	0.378516	2016	4	28	12	0	0
Methylosmolene	3	0.323883	2016	4	28	12	0	0
Methylosmolene	8	0.313139	2016	4	28	12	0	0
Appluimonia	5	0.278848	2016	4	28	12	0	0
Methylosmolene	4	0.277179	2016	4	28	12	0	0
Chlorodinine	6	0.25534	2016	4	28	12	0	0
Appluimonia	4	0.230175	2016	4	28	12	0	0
AGOC-3A	7	0.229057	2016	4	28	12	0	0
Methylosmolene	5	0.196523	2016	4	28	12	0	0
Appluimonia	1	0.17357	2016	4	28	12	0	0
Appluimonia	6	0.16934	2016	4	28	12	0	0
AGOC-3A	5	0.162985	2016	4	28	12	0	0
Appluimonia	3	0.16114	2016	4	28	12	0	0
AGOC-3A	9	0.147657	2016	4	28	12	0	0
Chlorodinine	2	0.131072	2016	4	28	12	0	0
Appluimonia	7	0.122691	2016	4	28	12	0	0
AGOC-3A	1	0.113681	2016	4	28	12	0	0
Methylosmolene	9	0.111829	2016	4	28	12	0	0
Appluimonia	8	0.108011	2016	4	28	12	0	0
Chlorodinine	9	0.104674	2016	4	28	12	0	0
AGOC-3A	8	0.082108	2016	4	28	12	0	0
Chlorodinine	8	0.0697879	2016	4	28	12	0	0
Methylosmolene	2	0.0103607	2016	4	28	12	0	0
Appluimonia	9	0.00332345	2016	4	28	12	0	0
Appluimonia	3	4.63746	2016	4	28	13	0	0
Methylosmolene	3	3.10985	2016	4	28	13	0	0
Appluimonia	7	0.826303	2016	4	28	13	0	0
AGOC-3A	6	0.809043	2016	4	28	13	0	0
Methylosmolene	8	0.707837	2016	4	28	13	0	0
Chlorodinine	3	0.707243	2016	4	28	13	0	0
Methylosmolene	6	0.615253	2016	4	28	13	0	0
AGOC-3A	7	0.60245	2016	4	28	13	0	0
Chlorodinine	8	0.591407	2016	4	28	13	0	0
Methylosmolene	4	0.573433	2016	4	28	13	0	0
Appluimonia	6	0.550871	2016	4	28	13	0	0
Appluimonia	4	0.505052	2016	4	28	13	0	0
Methylosmolene	1	0.478991	2016	4	28	13	0	0
Methylosmolene	7	0.463635	2016	4	28	13	0	0
Chlorodinine	1	0.42349	2016	4	28	13	0	0
Methylosmolene	9	0.399639	2016	4	28	13	0	0
Methylosmolene	2	0.38631	2016	4	28	13	0	0
Chlorodinine	5	0.373503	2016	4	28	13	0	0
Chlorodinine	9	0.359997	2016	4	28	13	0	0
Appluimonia	1	0.305304	2016	4	28	13	0	0
AGOC-3A	3	0.265654	2016	4	28	13	0	0
Chlorodinine	4	0.233327	2016	4	28	13	0	0
AGOC-3A	2	0.166707	2016	4	28	13	0	0
AGOC-3A	9	0.164282	2016	4	28	13	0	0
AGOC-3A	8	0.1518	2016	4	28	13	0	0
Appluimonia	5	0.148925	2016	4	28	13	0	0
Appluimonia	2	0.144143	2016	4	28	13	0	0
AGOC-3A	5	0.12932	2016	4	28	13	0	0
Appluimonia	9	0.112639	2016	4	28	13	0	0
Chlorodinine	6	0.0774774	2016	4	28	13	0	0
AGOC-3A	4	0.0771507	2016	4	28	13	0	0
Chlorodinine	7	0.0770917	2016	4	28	13	0	0
Chlorodinine	2	0.0601311	2016	4	28	13	0	0
Appluimonia	8	0.0496181	2016	4	28	13	0	0
Methylosmolene	5	0.0339081	2016	4	28	13	0	0
AGOC-3A	1	0.00417156	2016	4	28	13	0	0
Chlorodinine	3	2.43051	2016	4	28	14	0	0
Methylosmolene	3	2.21565	2016	4	28	14	0	0
Methylosmolene	7	1.16578	2016	4	28	14	0	0
AGOC-3A	3	1.0604	2016	4	28	14	0	0
Chlorodinine	7	1.01166	2016	4	28	14	0	0
AGOC-3A	6	0.684143	2016	4	28	14	0	0
AGOC-3A	4	0.555698	2016	4	28	14	0	0
Chlorodinine	1	0.49469	2016	4	28	14	0	0
Chlorodinine	9	0.471421	2016	4	28	14	0	0
Methylosmolene	4	0.44548	2016	4	28	14	0	0
Appluimonia	6	0.437792	2016	4	28	14	0	0
Chlorodinine	6	0.414571	2016	4	28	14	0	0
Chlorodinine	4	0.292796	2016	4	28	14	0	0
AGOC-3A	1	0.291215	2016	4	28	14	0	0
Methylosmolene	2	0.289401	2016	4	28	14	0	0
Appluimonia	3	0.267301	2016	4	28	14	0	0
AGOC-3A	9	0.206174	2016	4	28	14	0	0
Appluimonia	1	0.190197	2016	4	28	14	0	0
Methylosmolene	5	0.184574	2016	4	28	14	0	0
Appluimonia	4	0.163243	2016	4	28	14	0	0
Methylosmolene	6	0.158501	2016	4	28	14	0	0
Chlorodinine	2	0.143927	2016	4	28	14	0	0
Appluimonia	7	0.138524	2016	4	28	14	0	0
Chlorodinine	5	0.126031	2016	4	28	14	0	0
Methylosmolene	8	0.11924	2016	4	28	14	0	0
Chlorodinine	8	0.113891	2016	4	28	14	0	0
AGOC-3A	7	0.113588	2016	4	28	14	0	0
AGOC-3A	2	0.0741005	2016	4	28	14	0	0
Appluimonia	2	0.0560382	2016	4	28	14	0	0
Appluimonia	8	0.0471861	2016	4	28	14	0	0
Appluimonia	5	0.0429928	2016	4	28	14	0	0
Methylosmolene	1	0.040802	2016	4	28	14	0	0
AGOC-3A	5	0.0376154	2016	4	28	14	0	0
Appluimonia	9	0.0356457	2016	4	28	14	0	0
Methylosmolene	9	0.03308	2016	4	28	14	0	0
AGOC-3A	8	0.0317993	2016	4	28	14	0	0
Methylosmolene	3	1.83037	2016	4	28	15	0	0
AGOC-3A	2	0.904229	2016	4	28	15	0	0
AGOC-3A	7	0.870404	2016	4	28	15	0	0
AGOC-3A	6	0.77598	2016	4	28	15	0	0
Appluimonia	7	0.743296	2016	4	28	15	0	0
AGOC-3A	4	0.695261	2016	4	28	15	0	0
Appluimonia	3	0.653498	2016	4	28	15	0	0
AGOC-3A	3	0.60209	2016	4	28	15	0	0
Chlorodinine	2	0.507423	2016	4	28	15	0	0
Methylosmolene	8	0.447751	2016	4	28	15	0	0
Chlorodinine	6	0.438181	2016	4	28	15	0	0
Chlorodinine	3	0.436651	2016	4	28	15	0	0
Chlorodinine	8	0.410727	2016	4	28	15	0	0
Chlorodinine	4	0.396098	2016	4	28	15	0	0
Chlorodinine	1	0.321403	2016	4	28	15	0	0
AGOC-3A	5	0.31987	2016	4	28	15	0	0
Methylosmolene	4	0.316948	2016	4	28	15	0	0
Methylosmolene	5	0.28031	2016	4	28	15	0	0
Appluimonia	6	0.244658	2016	4	28	15	0	0
Appluimonia	4	0.225064	2016	4	28	15	0	0
Methylosmolene	1	0.196152	2016	4	28	15	0	0
Appluimonia	5	0.19538	2016	4	28	15	0	0
Chlorodinine	7	0.189476	2016	4	28	15	0	0
Chlorodinine	5	0.186865	2016	4	28	15	0	0
Methylosmolene	9	0.164362	2016	4	28	15	0	0
Appluimonia	8	0.158516	2016	4	28	15	0	0
Methylosmolene	2	0.113838	2016	4	28	15	0	0
AGOC-3A	1	0.10047	2016	4	28	15	0	0
AGOC-3A	9	0.0892977	2016	4	28	15	0	0
AGOC-3A	8	0.064488	2016	4	28	15	0	0
Appluimonia	9	0.0600664	2016	4	28	15	0	0
Appluimonia	2	0.0449442	2016	4	28	15	0	0
Methylosmolene	7	0.0434509	2016	4	28	15	0	0
Methylosmolene	6	0.0124843	2016	4	28	15	0	0
Chlorodinine	9	0.00973812	2016	4	28	15	0	0
Appluimonia	1	0.00358371	2016	4	28	15	0	0
AGOC-3A	7	1.91927	2016	4	28	16	0	0
AGOC-3A	3	1.88991	2016	4	28	16	0	0
Methylosmolene	3	1.30401	2016	4	28	16	0	0
Appluimonia	7	0.843531	2016	4	28	16	0	0
Chlorodinine	3	0.835245	2016	4	28	16	0	0
Methylosmolene	6	0.777422	2016	4	28	16	0	0
Methylosmolene	8	0.732628	2016	4	28	16	0	0
AGOC-3A	2	0.63062	2016	4	28	16	0	0
Chlorodinine	6	0.630274	2016	4	28	16	0	0
Appluimonia	4	0.604399	2016	4	28	16	0	0
Appluimonia	8	0.584878	2016	4	28	16	0	0
Chlorodinine	4	0.55505	2016	4	28	16	0	0
Appluimonia	2	0.468443	2016	4	28	16	0	0
Chlorodinine	7	0.443609	2016	4	28	16	0	0
AGOC-3A	8	0.385784	2016	4	28	16	0	0
AGOC-3A	1	0.375011	2016	4	28	16	0	0
Appluimonia	1	0.233347	2016	4	28	16	0	0
Methylosmolene	4	0.233055	2016	4	28	16	0	0
Chlorodinine	5	0.216681	2016	4	28	16	0	0
AGOC-3A	4	0.212541	2016	4	28	16	0	0
Methylosmolene	9	0.204552	2016	4	28	16	0	0
Methylosmolene	7	0.194942	2016	4	28	16	0	0
AGOC-3A	6	0.159512	2016	4	28	16	0	0
Methylosmolene	5	0.153838	2016	4	28	16	0	0
AGOC-3A	5	0.152922	2016	4	28	16	0	0
AGOC-3A	9	0.152377	2016	4	28	16	0	0
Appluimonia	3	0.146216	2016	4	28	16	0	0
Methylosmolene	2	0.138589	2016	4	28	16	0	0
Chlorodinine	2	0.125673	2016	4	28	16	0	0
Appluimonia	5	0.122909	2016	4	28	16	0	0
Chlorodinine	1	0.106821	2016	4	28	16	0	0
Chlorodinine	8	0.0702415	2016	4	28	16	0	0
Appluimonia	9	0.0640101	2016	4	28	16	0	0
Methylosmolene	1	0.054674	2016	4	28	16	0	0
Appluimonia	6	0.0436115	2016	4	28	16	0	0
Chlorodinine	9	0.0176454	2016	4	28	16	0	0
AGOC-3A	3	1.64188	2016	4	28	17	0	0
Appluimonia	3	1.62954	2016	4	28	17	0	0
Chlorodinine	3	1.3856	2016	4	28	17	0	0
Methylosmolene	2	0.888899	2016	4	28	17	0	0
Appluimonia	9	0.871018	2016	4	28	17	0	0
Chlorodinine	8	0.841762	2016	4	28	17	0	0
Appluimonia	8	0.734708	2016	4	28	17	0	0
AGOC-3A	7	0.712356	2016	4	28	17	0	0
Methylosmolene	8	0.63976	2016	4	28	17	0	0
Appluimonia	7	0.563466	2016	4	28	17	0	0
Appluimonia	6	0.551604	2016	4	28	17	0	0
Methylosmolene	5	0.449173	2016	4	28	17	0	0
AGOC-3A	4	0.428772	2016	4	28	17	0	0
Chlorodinine	6	0.419884	2016	4	28	17	0	0
Methylosmolene	9	0.418087	2016	4	28	17	0	0
Chlorodinine	4	0.410799	2016	4	28	17	0	0
Appluimonia	2	0.400585	2016	4	28	17	0	0
AGOC-3A	2	0.388837	2016	4	28	17	0	0
Methylosmolene	6	0.359994	2016	4	28	17	0	0
AGOC-3A	5	0.357353	2016	4	28	17	0	0
Appluimonia	4	0.35013	2016	4	28	17	0	0
Chlorodinine	5	0.338372	2016	4	28	17	0	0
Appluimonia	1	0.284425	2016	4	28	17	0	0
Methylosmolene	1	0.259007	2016	4	28	17	0	0
Methylosmolene	3	0.194094	2016	4	28	17	0	0
Chlorodinine	1	0.179916	2016	4	28	17	0	0
Methylosmolene	7	0.176441	2016	4	28	17	0	0
Appluimonia	5	0.174945	2016	4	28	17	0	0
AGOC-3A	8	0.155723	2016	4	28	17	0	0
AGOC-3A	1	0.155613	2016	4	28	17	0	0
Chlorodinine	9	0.131383	2016	4	28	17	0	0
AGOC-3A	6	0.114804	2016	4	28	17	0	0
Chlorodinine	7	0.0831771	2016	4	28	17	0	0
Methylosmolene	4	0.0727396	2016	4	28	17	0	0
AGOC-3A	9	0.0252987	2016	4	28	17	0	0
Chlorodinine	2	0.00249536	2016	4	28	17	0	0
Appluimonia	3	1.27964	2016	4	28	18	0	0
Methylosmolene	3	0.828018	2016	4	28	18	0	0
Chlorodinine	4	0.709025	2016	4	28	18	0	0
Appluimonia	4	0.645645	2016	4	28	18	0	0
Appluimonia	6	0.633661	2016	4	28	18	0	0
Chlorodinine	8	0.591716	2016	4	28	18	0	0
Appluimonia	1	0.543576	2016	4	28	18	0	0
Methylosmolene	2	0.50644	2016	4	28	18	0	0
Methylosmolene	6	0.460046	2016	4	28	18	0	0
AGOC-3A	2	0.442549	2016	4	28	18	0	0
AGOC-3A	7	0.408459	2016	4	28	18	0	0
AGOC-3A	6	0.399625	2016	4	28	18	0	0
Chlorodinine	9	0.380714	2016	4	28	18	0	0
Chlorodinine	2	0.369051	2016	4	28	18	0	0
AGOC-3A	3	0.360009	2016	4	28	18	0	0
Methylosmolene	5	0.318815	2016	4	28	18	0	0
Chlorodinine	1	0.294863	2016	4	28	18	0	0
Methylosmolene	7	0.274851	2016	4	28	18	0	0
Appluimonia	2	0.258653	2016	4	28	18	0	0
AGOC-3A	4	0.258258	2016	4	28	18	0	0
AGOC-3A	5	0.254777	2016	4	28	18	0	0
AGOC-3A	8	0.23994	2016	4	28	18	0	0
Methylosmolene	4	0.234432	2016	4	28	18	0	0
Chlorodinine	7	0.228392	2016	4	28	18	0	0
Appluimonia	7	0.195142	2016	4	28	18	0	0
Methylosmolene	9	0.180931	2016	4	28	18	0	0
Methylosmolene	1	0.17306	2016	4	28	18	0	0
AGOC-3A	1	0.160212	2016	4	28	18	0	0
Appluimonia	8	0.126553	2016	4	28	18	0	0
Chlorodinine	3	0.119144	2016	4	28	18	0	0
Appluimonia	5	0.0874625	2016	4	28	18	0	0
Chlorodinine	6	0.0770712	2016	4	28	18	0	0
Appluimonia	9	0.0573815	2016	4	28	18	0	0
AGOC-3A	9	0.0546837	2016	4	28	18	0	0
Methylosmolene	8	0.0163324	2016	4	28	18	0	0
Chlorodinine	5	0.0104908	2016	4	28	18	0	0
Methylosmolene	3	1.05512	2016	4	28	19	0	0
AGOC-3A	2	1.02108	2016	4	28	19	0	0
Appluimonia	3	0.87344	2016	4	28	19	0	0
AGOC-3A	3	0.868149	2016	4	28	19	0	0
Chlorodinine	7	0.802913	2016	4	28	19	0	0
Methylosmolene	5	0.744525	2016	4	28	19	0	0
Methylosmolene	6	0.623205	2016	4	28	19	0	0
AGOC-3A	5	0.594146	2016	4	28	19	0	0
Chlorodinine	6	0.513495	2016	4	28	19	0	0
Chlorodinine	3	0.508694	2016	4	28	19	0	0
Methylosmolene	7	0.463468	2016	4	28	19	0	0
Appluimonia	2	0.460242	2016	4	28	19	0	0
Methylosmolene	8	0.458144	2016	4	28	19	0	0
Appluimonia	5	0.433162	2016	4	28	19	0	0
AGOC-3A	4	0.415027	2016	4	28	19	0	0
Methylosmolene	4	0.39964	2016	4	28	19	0	0
Appluimonia	6	0.388848	2016	4	28	19	0	0
Methylosmolene	9	0.380622	2016	4	28	19	0	0
Chlorodinine	5	0.376066	2016	4	28	19	0	0
Appluimonia	4	0.364095	2016	4	28	19	0	0
Appluimonia	8	0.352319	2016	4	28	19	0	0
Chlorodinine	4	0.341158	2016	4	28	19	0	0
AGOC-3A	7	0.318945	2016	4	28	19	0	0
Chlorodinine	9	0.26213	2016	4	28	19	0	0
Appluimonia	9	0.233083	2016	4	28	19	0	0
Methylosmolene	2	0.228896	2016	4	28	19	0	0
AGOC-3A	1	0.221169	2016	4	28	19	0	0
AGOC-3A	9	0.1553	2016	4	28	19	0	0
Chlorodinine	8	0.12353	2016	4	28	19	0	0
AGOC-3A	6	0.115899	2016	4	28	19	0	0
Chlorodinine	1	0.0891906	2016	4	28	19	0	0
Chlorodinine	2	0.0846683	2016	4	28	19	0	0
Methylosmolene	1	0.0785966	2016	4	28	19	0	0
AGOC-3A	8	0.0355652	2016	4	28	19	0	0
Appluimonia	7	0.0344866	2016	4	28	19	0	0
Appluimonia	1	0.00486837	2016	4	28	19	0	0
Methylosmolene	7	1.6383	2016	4	28	20	0	0
Methylosmolene	3	1.49604	2016	4	28	20	0	0
Chlorodinine	3	1.24246	2016	4	28	20	0	0
Chlorodinine	6	0.712191	2016	4	28	20	0	0
AGOC-3A	3	0.698998	2016	4	28	20	0	0
Chlorodinine	7	0.582189	2016	4	28	20	0	0
AGOC-3A	6	0.561943	2016	4	28	20	0	0
Chlorodinine	2	0.552497	2016	4	28	20	0	0
Appluimonia	5	0.531879	2016	4	28	20	0	0
Appluimonia	4	0.502646	2016	4	28	20	0	0
AGOC-3A	2	0.495113	2016	4	28	20	0	0
Chlorodinine	8	0.490719	2016	4	28	20	0	0
AGOC-3A	9	0.438233	2016	4	28	20	0	0
AGOC-3A	4	0.428226	2016	4	28	20	0	0
Appluimonia	3	0.403116	2016	4	28	20	0	0
Appluimonia	6	0.376237	2016	4	28	20	0	0
Chlorodinine	4	0.375165	2016	4	28	20	0	0
Chlorodinine	1	0.362922	2016	4	28	20	0	0
Methylosmolene	1	0.311452	2016	4	28	20	0	0
Appluimonia	9	0.299473	2016	4	28	20	0	0
Methylosmolene	9	0.292337	2016	4	28	20	0	0
Appluimonia	8	0.273071	2016	4	28	20	0	0
Appluimonia	7	0.272624	2016	4	28	20	0	0
Methylosmolene	6	0.26843	2016	4	28	20	0	0
AGOC-3A	7	0.266968	2016	4	28	20	0	0
AGOC-3A	8	0.258601	2016	4	28	20	0	0
Chlorodinine	5	0.253433	2016	4	28	20	0	0
Methylosmolene	5	0.244291	2016	4	28	20	0	0
AGOC-3A	1	0.24246	2016	4	28	20	0	0
Methylosmolene	4	0.217193	2016	4	28	20	0	0
Appluimonia	2	0.199428	2016	4	28	20	0	0
Methylosmolene	8	0.152211	2016	4	28	20	0	0
AGOC-3A	5	0.139307	2016	4	28	20	0	0
Appluimonia	1	0.1375	2016	4	28	20	0	0
Methylosmolene	2	0.127591	2016	4	28	20	0	0
Chlorodinine	9	0.120335	2016	4	28	20	0	0
Chlorodinine	3	3.228	2016	4	28	21	0	0
Methylosmolene	3	1.96042	2016	4	28	21	0	0
AGOC-3A	8	1.28054	2016	4	28	21	0	0
AGOC-3A	3	1.05174	2016	4	28	21	0	0
Appluimonia	3	1.04335	2016	4	28	21	0	0
Methylosmolene	7	0.896328	2016	4	28	21	0	0
Appluimonia	2	0.712572	2016	4	28	21	0	0
Chlorodinine	8	0.650244	2016	4	28	21	0	0
AGOC-3A	6	0.634511	2016	4	28	21	0	0
Methylosmolene	4	0.550269	2016	4	28	21	0	0
Methylosmolene	2	0.494672	2016	4	28	21	0	0
Chlorodinine	7	0.466701	2016	4	28	21	0	0
Methylosmolene	9	0.450597	2016	4	28	21	0	0
Methylosmolene	8	0.427914	2016	4	28	21	0	0
Appluimonia	7	0.405367	2016	4	28	21	0	0
Appluimonia	9	0.363947	2016	4	28	21	0	0
Appluimonia	4	0.343045	2016	4	28	21	0	0
Chlorodinine	2	0.339251	2016	4	28	21	0	0
Chlorodinine	6	0.315324	2016	4	28	21	0	0
AGOC-3A	9	0.310293	2016	4	28	21	0	0
Chlorodinine	9	0.306219	2016	4	28	21	0	0
AGOC-3A	7	0.240434	2016	4	28	21	0	0
AGOC-3A	5	0.215933	2016	4	28	21	0	0
Chlorodinine	5	0.207132	2016	4	28	21	0	0
Chlorodinine	4	0.194596	2016	4	28	21	0	0
Methylosmolene	5	0.188377	2016	4	28	21	0	0
AGOC-3A	4	0.167088	2016	4	28	21	0	0
Chlorodinine	1	0.1599	2016	4	28	21	0	0
Appluimonia	6	0.133715	2016	4	28	21	0	0
Appluimonia	8	0.120296	2016	4	28	21	0	0
Appluimonia	1	0.120086	2016	4	28	21	0	0
AGOC-3A	1	0.105034	2016	4	28	21	0	0
Methylosmolene	6	0.0855113	2016	4	28	21	0	0
Appluimonia	5	0.0672853	2016	4	28	21	0	0
AGOC-3A	2	0.0581824	2016	4	28	21	0	0
Methylosmolene	1	0.0197862	2016	4	28	21	0	0
Methylosmolene	3	1.52908	2016	4	28	22	0	0
Methylosmolene	2	0.864021	2016	4	28	22	0	0
Chlorodinine	6	0.709326	2016	4	28	22	0	0
AGOC-3A	2	0.705041	2016	4	28	22	0	0
Appluimonia	4	0.59636	2016	4	28	22	0	0
AGOC-3A	8	0.595155	2016	4	28	22	0	0
AGOC-3A	7	0.593044	2016	4	28	22	0	0
Appluimonia	3	0.588592	2016	4	28	22	0	0
Methylosmolene	8	0.569885	2016	4	28	22	0	0
Chlorodinine	8	0.527991	2016	4	28	22	0	0
AGOC-3A	6	0.525457	2016	4	28	22	0	0
Appluimonia	2	0.513006	2016	4	28	22	0	0
Chlorodinine	7	0.497385	2016	4	28	22	0	0
Methylosmolene	6	0.469366	2016	4	28	22	0	0
Chlorodinine	4	0.460025	2016	4	28	22	0	0
AGOC-3A	4	0.453777	2016	4	28	22	0	0
AGOC-3A	3	0.426921	2016	4	28	22	0	0
AGOC-3A	9	0.408548	2016	4	28	22	0	0
Appluimonia	7	0.40724	2016	4	28	22	0	0
Chlorodinine	5	0.369623	2016	4	28	22	0	0
Methylosmolene	4	0.358103	2016	4	28	22	0	0
Appluimonia	8	0.295325	2016	4	28	22	0	0
Appluimonia	9	0.24415	2016	4	28	22	0	0
AGOC-3A	5	0.229934	2016	4	28	22	0	0
Chlorodinine	9	0.174468	2016	4	28	22	0	0
Methylosmolene	1	0.171852	2016	4	28	22	0	0
Chlorodinine	3	0.168032	2016	4	28	22	0	0
AGOC-3A	1	0.156992	2016	4	28	22	0	0
Appluimonia	1	0.144449	2016	4	28	22	0	0
Methylosmolene	5	0.144311	2016	4	28	22	0	0
Chlorodinine	1	0.135998	2016	4	28	22	0	0
Appluimonia	5	0.106448	2016	4	28	22	0	0
Methylosmolene	7	0.0804664	2016	4	28	22	0	0
Appluimonia	6	0.0727711	2016	4	28	22	0	0
Chlorodinine	2	0.0430274	2016	4	28	22	0	0
Methylosmolene	9	0.0161334	2016	4	28	22	0	0
AGOC-3A	3	2.68213	2016	4	28	23	0	0
Chlorodinine	3	2.4361	2016	4	28	23	0	0
Appluimonia	3	1.5726	2016	4	28	23	0	0
Chlorodinine	7	1.37067	2016	4	28	23	0	0
Methylosmolene	8	0.964201	2016	4	28	23	0	0
Methylosmolene	3	0.909049	2016	4	28	23	0	0
Appluimonia	7	0.739109	2016	4	28	23	0	0
AGOC-3A	8	0.649648	2016	4	28	23	0	0
AGOC-3A	7	0.545679	2016	4	28	23	0	0
AGOC-3A	2	0.517137	2016	4	28	23	0	0
Appluimonia	8	0.502755	2016	4	28	23	0	0
Appluimonia	6	0.462564	2016	4	28	23	0	0
Methylosmolene	4	0.425656	2016	4	28	23	0	0
Chlorodinine	4	0.423639	2016	4	28	23	0	0
Chlorodinine	6	0.423254	2016	4	28	23	0	0
Appluimonia	4	0.396082	2016	4	28	23	0	0
Chlorodinine	5	0.383921	2016	4	28	23	0	0
Methylosmolene	1	0.379727	2016	4	28	23	0	0
AGOC-3A	4	0.329547	2016	4	28	23	0	0
Methylosmolene	2	0.325452	2016	4	28	23	0	0
AGOC-3A	6	0.32367	2016	4	28	23	0	0
