wind-direction	wind-speed	Year	Month	Day	Hour	Minutes	Seconds
270	3.4	2016	12	28	6	0	0
271.3	3.1	2016	12	28	9	0	0
282.5	2.9	2016	12	28	12	0	0
303.5	2.9	2016	12	28	15	0	0
300.4	3.5	2016	12	28	18	0	0
308.4	2.9	2016	12	28	21	0	0
307.7	1.1	2016	12	29	0	0	0
234.7	0.4	2016	12	29	3	0	0
143.2	0.7	2016	12	29	6	0	0
128.5	1.3	2016	12	29	9	0	0
138.8	2.8	2016	12	29	12	0	0
145.5	3.9	2016	12	29	15	0	0
141.3	3.4	2016	12	29	18	0	0
127	3.3	2016	12	29	21	0	0
125.7	1.9	2016	12	30	0	0	0
110.9	0.5	2016	12	30	3	0	0
311	3.3	2016	12	30	6	0	0
288	6	2016	12	30	9	0	0
275.9	5.1	2016	12	30	12	0	0
261.4	4.1	2016	12	30	15	0	0
265.9	5.1	2016	12	30	18	0	0
269.9	4.9	2016	12	30	21	0	0
276.8	4.6	2016	12	31	0	0	0
282.5	4.1	2016	12	31	3	0	0
277	3.6	2016	12	31	6	0	0
282.5	3.1	2016	12	31	9	0	0
279.8	1.5	2016	12	31	12	0	0
207.1	1.9	2016	12	31	15	0	0
177	3.3	2016	12	31	18	0	0
161	3.5	2016	12	31	21	0	0   
