key	value	date
Chlorodinine	0.323081	4/3/16 6:0:0
Methylosmolene	0.321753	4/3/16 6:0:0
Methylosmolene	0.282365	4/3/16 6:0:0
Methylosmolene	0.239772	4/3/16 6:0:0
AGOC-3A	0.218516	4/3/16 6:0:0
Methylosmolene	0.198926	4/3/16 6:0:0
Chlorodinine	0.176854	4/3/16 6:0:0
Chlorodinine	0.170681	4/3/16 6:0:0
Chlorodinine	0.14665	4/3/16 6:0:0
Chlorodinine	0.146592	4/3/16 6:0:0
Methylosmolene	0.124907	4/3/16 6:0:0
Appluimonia	0.119581	4/3/16 6:0:0
Methylosmolene	0.10585	4/3/16 6:0:0
Appluimonia	0.0925286	4/3/16 6:0:0
AGOC-3A	0.0698518	4/3/16 6:0:0
Appluimonia	0.0505082	4/3/16 6:0:0
Chlorodinine	0.0373135	4/3/16 6:0:0
Methylosmolene	0.0323945	4/3/16 6:0:0
Appluimonia	0.0249887	4/3/16 6:0:0
AGOC-3A	0.0204592	4/3/16 6:0:0
AGOC-3A	2.54514	4/3/16 7:0:0
AGOC-3A	1.28099	4/3/16 7:0:0
Appluimonia	1.27106	4/3/16 7:0:0
Methylosmolene	1.17423	4/3/16 7:0:0
Methylosmolene	0.805531	4/3/16 7:0:0
Chlorodinine	0.504802	4/3/16 7:0:0
Appluimonia	0.457128	4/3/16 7:0:0
Appluimonia	0.423994	4/3/16 7:0:0
Chlorodinine	0.381929	4/3/16 7:0:0
Methylosmolene	0.369752	4/3/16 7:0:0
Methylosmolene	0.327063	4/3/16 7:0:0
Chlorodinine	0.318437	4/3/16 7:0:0
Appluimonia	0.314607	4/3/16 7:0:0
Appluimonia	0.313828	4/3/16 7:0:0
Chlorodinine	0.310809	4/3/16 7:0:0
Methylosmolene	0.303503	4/3/16 7:0:0
Methylosmolene	0.289741	4/3/16 7:0:0
Appluimonia	0.285078	4/3/16 7:0:0
Appluimonia	0.274196	4/3/16 7:0:0
AGOC-3A	0.236718	4/3/16 7:0:0
AGOC-3A	0.225674	4/3/16 7:0:0
Chlorodinine	0.175736	4/3/16 7:0:0
AGOC-3A	0.175267	4/3/16 7:0:0
AGOC-3A	0.159371	4/3/16 7:0:0
AGOC-3A	0.126324	4/3/16 7:0:0
Methylosmolene	0.118742	4/3/16 7:0:0
Chlorodinine	0.100107	4/3/16 7:0:0
Chlorodinine	0.0549546	4/3/16 7:0:0
Chlorodinine	0.0528382	4/3/16 7:0:0
Methylosmolene	0.0448029	4/3/16 7:0:0
Appluimonia	0.0344505	4/3/16 7:0:0
Appluimonia	0.0344505	4/3/16 7:0:0
AGOC-3A	0.0326205	4/3/16 7:0:0
Chlorodinine	0.0325593	4/3/16 7:0:0
AGOC-3A	0.0277763	4/3/16 7:0:0
Methylosmolene	0.0139239	4/3/16 7:0:0
Appluimonia	1.4751	4/3/16 8:0:0
AGOC-3A	1.21218	4/3/16 8:0:0
Appluimonia	1.07039	4/3/16 8:0:0
Appluimonia	0.792205	4/3/16 8:0:0
Methylosmolene	0.637007	4/3/16 8:0:0
Methylosmolene	0.571079	4/3/16 8:0:0
AGOC-3A	0.484689	4/3/16 8:0:0
Appluimonia	0.450269	4/3/16 8:0:0
Chlorodinine	0.445968	4/3/16 8:0:0
Chlorodinine	0.413541	4/3/16 8:0:0
AGOC-3A	0.411673	4/3/16 8:0:0
Chlorodinine	0.358448	4/3/16 8:0:0
Methylosmolene	0.325336	4/3/16 8:0:0
Methylosmolene	0.266222	4/3/16 8:0:0
Chlorodinine	0.257589	4/3/16 8:0:0
Chlorodinine	0.257044	4/3/16 8:0:0
Methylosmolene	0.230927	4/3/16 8:0:0
Chlorodinine	0.229852	4/3/16 8:0:0
AGOC-3A	0.225705	4/3/16 8:0:0
Appluimonia	0.220639	4/3/16 8:0:0
AGOC-3A	0.215614	4/3/16 8:0:0
AGOC-3A	0.208226	4/3/16 8:0:0
Chlorodinine	0.175018	4/3/16 8:0:0
AGOC-3A	0.171514	4/3/16 8:0:0
AGOC-3A	0.167446	4/3/16 8:0:0
AGOC-3A	0.164289	4/3/16 8:0:0
Appluimonia	0.152346	4/3/16 8:0:0
Appluimonia	0.120335	4/3/16 8:0:0
Chlorodinine	0.100183	4/3/16 8:0:0
Methylosmolene	0.0970861	4/3/16 8:0:0
Methylosmolene	0.0850374	4/3/16 8:0:0
Appluimonia	0.0658359	4/3/16 8:0:0
Methylosmolene	0.0635858	4/3/16 8:0:0
Chlorodinine	0.0438086	4/3/16 8:0:0
Appluimonia	0.0309684	4/3/16 8:0:0
Methylosmolene	0.00852258	4/3/16 8:0:0
AGOC-3A	1.51497	4/3/16 9:0:0
Appluimonia	1.23027	4/3/16 9:0:0
Appluimonia	1.12528	4/3/16 9:0:0
Methylosmolene	1.10512	4/3/16 9:0:0
Chlorodinine	1.07087	4/3/16 9:0:0
Chlorodinine	0.909742	4/3/16 9:0:0
AGOC-3A	0.813885	4/3/16 9:0:0
Chlorodinine	0.691871	4/3/16 9:0:0
Methylosmolene	0.636885	4/3/16 9:0:0
AGOC-3A	0.580462	4/3/16 9:0:0
Chlorodinine	0.532828	4/3/16 9:0:0
AGOC-3A	0.529409	4/3/16 9:0:0
Chlorodinine	0.459566	4/3/16 9:0:0
Methylosmolene	0.457548	4/3/16 9:0:0
Appluimonia	0.415783	4/3/16 9:0:0
Methylosmolene	0.387896	4/3/16 9:0:0
Chlorodinine	0.35744	4/3/16 9:0:0
Appluimonia	0.355647	4/3/16 9:0:0
AGOC-3A	0.355135	4/3/16 9:0:0
AGOC-3A	0.296033	4/3/16 9:0:0
AGOC-3A	0.286017	4/3/16 9:0:0
Chlorodinine	0.270895	4/3/16 9:0:0
Methylosmolene	0.265834	4/3/16 9:0:0
Methylosmolene	0.255733	4/3/16 9:0:0
AGOC-3A	0.252584	4/3/16 9:0:0
Methylosmolene	0.210767	4/3/16 9:0:0
Methylosmolene	0.191253	4/3/16 9:0:0
Methylosmolene	0.185046	4/3/16 9:0:0
Chlorodinine	0.108411	4/3/16 9:0:0
AGOC-3A	0.101007	4/3/16 9:0:0
Chlorodinine	0.0871548	4/3/16 9:0:0
Appluimonia	0.056906	4/3/16 9:0:0
Appluimonia	0.0517396	4/3/16 9:0:0
Appluimonia	0.0411507	4/3/16 9:0:0
Appluimonia	0.034522	4/3/16 9:0:0
Appluimonia	0.0300367	4/3/16 9:0:0
Methylosmolene	3.28804	4/3/16 10:0:0
AGOC-3A	2.59767	4/3/16 10:0:0
Chlorodinine	2.3204	4/3/16 10:0:0
Chlorodinine	1.59265	4/3/16 10:0:0
Appluimonia	0.970091	4/3/16 10:0:0
Chlorodinine	0.673988	4/3/16 10:0:0
Appluimonia	0.58579	4/3/16 10:0:0
Chlorodinine	0.460316	4/3/16 10:0:0
Methylosmolene	0.452249	4/3/16 10:0:0
Methylosmolene	0.430706	4/3/16 10:0:0
AGOC-3A	0.430422	4/3/16 10:0:0
Chlorodinine	0.407079	4/3/16 10:0:0
Methylosmolene	0.382421	4/3/16 10:0:0
Appluimonia	0.347135	4/3/16 10:0:0
AGOC-3A	0.343225	4/3/16 10:0:0
Appluimonia	0.305081	4/3/16 10:0:0
AGOC-3A	0.280103	4/3/16 10:0:0
AGOC-3A	0.260359	4/3/16 10:0:0
AGOC-3A	0.259483	4/3/16 10:0:0
Chlorodinine	0.253566	4/3/16 10:0:0
Methylosmolene	0.246522	4/3/16 10:0:0
Appluimonia	0.242542	4/3/16 10:0:0
Methylosmolene	0.233504	4/3/16 10:0:0
Methylosmolene	0.219115	4/3/16 10:0:0
Chlorodinine	0.161426	4/3/16 10:0:0
Chlorodinine	0.147606	4/3/16 10:0:0
Methylosmolene	0.144607	4/3/16 10:0:0
Appluimonia	0.125254	4/3/16 10:0:0
Chlorodinine	0.106128	4/3/16 10:0:0
Appluimonia	0.0860443	4/3/16 10:0:0
Appluimonia	0.0748526	4/3/16 10:0:0
AGOC-3A	0.0288156	4/3/16 10:0:0
Appluimonia	0.0214169	4/3/16 10:0:0
Methylosmolene	0.0191706	4/3/16 10:0:0
AGOC-3A	0.0158549	4/3/16 10:0:0
AGOC-3A	0.0127044	4/3/16 10:0:0
Methylosmolene	3.69564	4/3/16 11:0:0
Chlorodinine	1.11591	4/3/16 11:0:0
Chlorodinine	0.914052	4/3/16 11:0:0
Appluimonia	0.913264	4/3/16 11:0:0
AGOC-3A	0.89434	4/3/16 11:0:0
Appluimonia	0.835458	4/3/16 11:0:0
Chlorodinine	0.74238	4/3/16 11:0:0
AGOC-3A	0.585417	4/3/16 11:0:0
Methylosmolene	0.559485	4/3/16 11:0:0
Methylosmolene	0.538373	4/3/16 11:0:0
Methylosmolene	0.499956	4/3/16 11:0:0
Methylosmolene	0.450701	4/3/16 11:0:0
AGOC-3A	0.440852	4/3/16 11:0:0
Methylosmolene	0.428355	4/3/16 11:0:0
Methylosmolene	0.42153	4/3/16 11:0:0
AGOC-3A	0.410236	4/3/16 11:0:0
Appluimonia	0.373261	4/3/16 11:0:0
Chlorodinine	0.319917	4/3/16 11:0:0
Appluimonia	0.312391	4/3/16 11:0:0
AGOC-3A	0.299356	4/3/16 11:0:0
Appluimonia	0.287287	4/3/16 11:0:0
AGOC-3A	0.286789	4/3/16 11:0:0
Appluimonia	0.274015	4/3/16 11:0:0
Chlorodinine	0.217072	4/3/16 11:0:0
Chlorodinine	0.204948	4/3/16 11:0:0
Appluimonia	0.174017	4/3/16 11:0:0
AGOC-3A	0.170217	4/3/16 11:0:0
Chlorodinine	0.168235	4/3/16 11:0:0
AGOC-3A	0.163904	4/3/16 11:0:0
AGOC-3A	0.159764	4/3/16 11:0:0
Appluimonia	0.122632	4/3/16 11:0:0
Methylosmolene	0.110474	4/3/16 11:0:0
Chlorodinine	0.0759556	4/3/16 11:0:0
Appluimonia	0.0359026	4/3/16 11:0:0
Chlorodinine	0.0222802	4/3/16 11:0:0
Methylosmolene	0.00985224	4/3/16 11:0:0
Appluimonia	3.3394	4/3/16 12:0:0
Methylosmolene	3.16873	4/3/16 12:0:0
AGOC-3A	1.68352	4/3/16 12:0:0
Methylosmolene	1.42912	4/3/16 12:0:0
Chlorodinine	1.1849	4/3/16 12:0:0
Chlorodinine	1.14457	4/3/16 12:0:0
Appluimonia	0.786879	4/3/16 12:0:0
AGOC-3A	0.522361	4/3/16 12:0:0
Methylosmolene	0.516033	4/3/16 12:0:0
Appluimonia	0.495669	4/3/16 12:0:0
Appluimonia	0.445645	4/3/16 12:0:0
Methylosmolene	0.440615	4/3/16 12:0:0
AGOC-3A	0.431167	4/3/16 12:0:0
Methylosmolene	0.427944	4/3/16 12:0:0
AGOC-3A	0.357586	4/3/16 12:0:0
Chlorodinine	0.346361	4/3/16 12:0:0
AGOC-3A	0.320784	4/3/16 12:0:0
Methylosmolene	0.297164	4/3/16 12:0:0
Appluimonia	0.255659	4/3/16 12:0:0
Chlorodinine	0.229381	4/3/16 12:0:0
Chlorodinine	0.226214	4/3/16 12:0:0
AGOC-3A	0.215033	4/3/16 12:0:0
AGOC-3A	0.213497	4/3/16 12:0:0
Appluimonia	0.205134	4/3/16 12:0:0
Chlorodinine	0.203286	4/3/16 12:0:0
Chlorodinine	0.130472	4/3/16 12:0:0
AGOC-3A	0.117004	4/3/16 12:0:0
Chlorodinine	0.115471	4/3/16 12:0:0
Methylosmolene	0.101422	4/3/16 12:0:0
Methylosmolene	0.0950082	4/3/16 12:0:0
Chlorodinine	0.0877249	4/3/16 12:0:0
Appluimonia	0.0705694	4/3/16 12:0:0
AGOC-3A	0.059427	4/3/16 12:0:0
Appluimonia	0.0260217	4/3/16 12:0:0
Methylosmolene	0.0123931	4/3/16 12:0:0
Appluimonia	0.0107846	4/3/16 12:0:0
Chlorodinine	2.55036	4/3/16 13:0:0
Methylosmolene	2.12978	4/3/16 13:0:0
Appluimonia	1.14233	4/3/16 13:0:0
Methylosmolene	1.08542	4/3/16 13:0:0
Appluimonia	0.876303	4/3/16 13:0:0
Methylosmolene	0.748818	4/3/16 13:0:0
Chlorodinine	0.662999	4/3/16 13:0:0
Methylosmolene	0.652114	4/3/16 13:0:0
Methylosmolene	0.639071	4/3/16 13:0:0
Chlorodinine	0.623727	4/3/16 13:0:0
Appluimonia	0.526352	4/3/16 13:0:0
AGOC-3A	0.524261	4/3/16 13:0:0
AGOC-3A	0.517854	4/3/16 13:0:0
AGOC-3A	0.459846	4/3/16 13:0:0
Chlorodinine	0.44574	4/3/16 13:0:0
Appluimonia	0.393782	4/3/16 13:0:0
Appluimonia	0.392059	4/3/16 13:0:0
AGOC-3A	0.335944	4/3/16 13:0:0
Chlorodinine	0.324193	4/3/16 13:0:0
AGOC-3A	0.296287	4/3/16 13:0:0
Methylosmolene	0.295086	4/3/16 13:0:0
Chlorodinine	0.287341	4/3/16 13:0:0
Methylosmolene	0.269007	4/3/16 13:0:0
Appluimonia	0.267238	4/3/16 13:0:0
AGOC-3A	0.246317	4/3/16 13:0:0
Appluimonia	0.232881	4/3/16 13:0:0
Methylosmolene	0.181007	4/3/16 13:0:0
AGOC-3A	0.161101	4/3/16 13:0:0
Appluimonia	0.153745	4/3/16 13:0:0
Chlorodinine	0.149087	4/3/16 13:0:0
Appluimonia	0.119854	4/3/16 13:0:0
Chlorodinine	0.0948547	4/3/16 13:0:0
Methylosmolene	0.0915995	4/3/16 13:0:0
Chlorodinine	0.0707767	4/3/16 13:0:0
AGOC-3A	0.0680883	4/3/16 13:0:0
AGOC-3A	0.0439434	4/3/16 13:0:0
Appluimonia	2.67649	4/3/16 14:0:0
Methylosmolene	1.12677	4/3/16 14:0:0
Methylosmolene	0.88408	4/3/16 14:0:0
Chlorodinine	0.810183	4/3/16 14:0:0
Appluimonia	0.787955	4/3/16 14:0:0
AGOC-3A	0.771626	4/3/16 14:0:0
Appluimonia	0.756851	4/3/16 14:0:0
Methylosmolene	0.629536	4/3/16 14:0:0
Chlorodinine	0.591694	4/3/16 14:0:0
AGOC-3A	0.550343	4/3/16 14:0:0
AGOC-3A	0.482308	4/3/16 14:0:0
Chlorodinine	0.46175	4/3/16 14:0:0
Appluimonia	0.451809	4/3/16 14:0:0
Methylosmolene	0.387559	4/3/16 14:0:0
Methylosmolene	0.360884	4/3/16 14:0:0
Chlorodinine	0.335489	4/3/16 14:0:0
Appluimonia	0.315094	4/3/16 14:0:0
AGOC-3A	0.274588	4/3/16 14:0:0
Chlorodinine	0.24256	4/3/16 14:0:0
AGOC-3A	0.212135	4/3/16 14:0:0
Appluimonia	0.20446	4/3/16 14:0:0
Appluimonia	0.202364	4/3/16 14:0:0
Methylosmolene	0.187099	4/3/16 14:0:0
AGOC-3A	0.183104	4/3/16 14:0:0
Chlorodinine	0.131154	4/3/16 14:0:0
Chlorodinine	0.126616	4/3/16 14:0:0
AGOC-3A	0.118659	4/3/16 14:0:0
Chlorodinine	0.103076	4/3/16 14:0:0
AGOC-3A	0.101335	4/3/16 14:0:0
AGOC-3A	0.0891726	4/3/16 14:0:0
Appluimonia	0.079525	4/3/16 14:0:0
Methylosmolene	0.0739546	4/3/16 14:0:0
Chlorodinine	0.0725774	4/3/16 14:0:0
Appluimonia	0.029179	4/3/16 14:0:0
Methylosmolene	0.0268348	4/3/16 14:0:0
Methylosmolene	0.00100288	4/3/16 14:0:0
Methylosmolene	2.12824	4/3/16 15:0:0
Chlorodinine	1.5294	4/3/16 15:0:0
Methylosmolene	0.750426	4/3/16 15:0:0
Chlorodinine	0.672616	4/3/16 15:0:0
Methylosmolene	0.650162	4/3/16 15:0:0
AGOC-3A	0.626164	4/3/16 15:0:0
AGOC-3A	0.595194	4/3/16 15:0:0
Appluimonia	0.575892	4/3/16 15:0:0
AGOC-3A	0.569702	4/3/16 15:0:0
Chlorodinine	0.515236	4/3/16 15:0:0
Appluimonia	0.487713	4/3/16 15:0:0
AGOC-3A	0.482391	4/3/16 15:0:0
Methylosmolene	0.451029	4/3/16 15:0:0
AGOC-3A	0.438353	4/3/16 15:0:0
Appluimonia	0.426902	4/3/16 15:0:0
Chlorodinine	0.413839	4/3/16 15:0:0
Chlorodinine	0.405257	4/3/16 15:0:0
Appluimonia	0.402425	4/3/16 15:0:0
Methylosmolene	0.393586	4/3/16 15:0:0
AGOC-3A	0.35438	4/3/16 15:0:0
Appluimonia	0.345223	4/3/16 15:0:0
Chlorodinine	0.299997	4/3/16 15:0:0
Appluimonia	0.28159	4/3/16 15:0:0
Chlorodinine	0.252738	4/3/16 15:0:0
AGOC-3A	0.242053	4/3/16 15:0:0
Chlorodinine	0.221309	4/3/16 15:0:0
AGOC-3A	0.165505	4/3/16 15:0:0
Methylosmolene	0.161191	4/3/16 15:0:0
Methylosmolene	0.108661	4/3/16 15:0:0
Appluimonia	0.0640518	4/3/16 15:0:0
Methylosmolene	0.0613762	4/3/16 15:0:0
Appluimonia	0.0574983	4/3/16 15:0:0
Methylosmolene	0.0505891	4/3/16 15:0:0
AGOC-3A	0.0365983	4/3/16 15:0:0
Appluimonia	0.00930215	4/3/16 15:0:0
Chlorodinine	0.00139137	4/3/16 15:0:0
Chlorodinine	2.43037	4/3/16 16:0:0
Chlorodinine	1.22617	4/3/16 16:0:0
Appluimonia	0.946883	4/3/16 16:0:0
AGOC-3A	0.931728	4/3/16 16:0:0
Appluimonia	0.824655	4/3/16 16:0:0
Methylosmolene	0.67895	4/3/16 16:0:0
AGOC-3A	0.607934	4/3/16 16:0:0
Chlorodinine	0.565744	4/3/16 16:0:0
Chlorodinine	0.546694	4/3/16 16:0:0
Chlorodinine	0.487027	4/3/16 16:0:0
AGOC-3A	0.438292	4/3/16 16:0:0
Methylosmolene	0.427739	4/3/16 16:0:0
Chlorodinine	0.41723	4/3/16 16:0:0
Appluimonia	0.382865	4/3/16 16:0:0
AGOC-3A	0.376453	4/3/16 16:0:0
Appluimonia	0.364043	4/3/16 16:0:0
Appluimonia	0.351968	4/3/16 16:0:0
AGOC-3A	0.34937	4/3/16 16:0:0
AGOC-3A	0.32214	4/3/16 16:0:0
Appluimonia	0.316256	4/3/16 16:0:0
AGOC-3A	0.301561	4/3/16 16:0:0
Methylosmolene	0.286736	4/3/16 16:0:0
Methylosmolene	0.240255	4/3/16 16:0:0
Chlorodinine	0.239569	4/3/16 16:0:0
Methylosmolene	0.239161	4/3/16 16:0:0
AGOC-3A	0.228804	4/3/16 16:0:0
Methylosmolene	0.196611	4/3/16 16:0:0
Methylosmolene	0.180127	4/3/16 16:0:0
Appluimonia	0.164245	4/3/16 16:0:0
Methylosmolene	0.162348	4/3/16 16:0:0
Chlorodinine	0.149207	4/3/16 16:0:0
Methylosmolene	0.144247	4/3/16 16:0:0
AGOC-3A	0.130789	4/3/16 16:0:0
Chlorodinine	0.0737443	4/3/16 16:0:0
Appluimonia	0.0603239	4/3/16 16:0:0
Appluimonia	0.0093675	4/3/16 16:0:0
Chlorodinine	4.71645	4/3/16 17:0:0
AGOC-3A	2.14348	4/3/16 17:0:0
Methylosmolene	1.88242	4/3/16 17:0:0
Methylosmolene	1.80065	4/3/16 17:0:0
AGOC-3A	1.34113	4/3/16 17:0:0
Appluimonia	0.754739	4/3/16 17:0:0
AGOC-3A	0.747071	4/3/16 17:0:0
Appluimonia	0.643795	4/3/16 17:0:0
Chlorodinine	0.58671	4/3/16 17:0:0
Appluimonia	0.566803	4/3/16 17:0:0
Methylosmolene	0.501254	4/3/16 17:0:0
Chlorodinine	0.461773	4/3/16 17:0:0
Chlorodinine	0.42455	4/3/16 17:0:0
Appluimonia	0.396193	4/3/16 17:0:0
Appluimonia	0.370282	4/3/16 17:0:0
Appluimonia	0.367844	4/3/16 17:0:0
AGOC-3A	0.34814	4/3/16 17:0:0
AGOC-3A	0.309208	4/3/16 17:0:0
Chlorodinine	0.305339	4/3/16 17:0:0
Methylosmolene	0.305119	4/3/16 17:0:0
Chlorodinine	0.297971	4/3/16 17:0:0
Methylosmolene	0.291317	4/3/16 17:0:0
Appluimonia	0.245422	4/3/16 17:0:0
AGOC-3A	0.236587	4/3/16 17:0:0
Appluimonia	0.226858	4/3/16 17:0:0
AGOC-3A	0.174684	4/3/16 17:0:0
AGOC-3A	0.164246	4/3/16 17:0:0
Methylosmolene	0.144643	4/3/16 17:0:0
AGOC-3A	0.111675	4/3/16 17:0:0
Methylosmolene	0.105256	4/3/16 17:0:0
Chlorodinine	0.104074	4/3/16 17:0:0
Chlorodinine	0.10291	4/3/16 17:0:0
Methylosmolene	0.0629285	4/3/16 17:0:0
Methylosmolene	0.0570568	4/3/16 17:0:0
Appluimonia	0.0356405	4/3/16 17:0:0
Chlorodinine	0.0183639	4/3/16 17:0:0
Methylosmolene	2.97085	4/3/16 18:0:0
Chlorodinine	2.06166	4/3/16 18:0:0
AGOC-3A	1.77205	4/3/16 18:0:0
AGOC-3A	1.70382	4/3/16 18:0:0
Chlorodinine	1.37731	4/3/16 18:0:0
AGOC-3A	0.636952	4/3/16 18:0:0
Chlorodinine	0.614938	4/3/16 18:0:0
Appluimonia	0.520973	4/3/16 18:0:0
AGOC-3A	0.506042	4/3/16 18:0:0
AGOC-3A	0.492132	4/3/16 18:0:0
Appluimonia	0.444846	4/3/16 18:0:0
Appluimonia	0.418503	4/3/16 18:0:0
Methylosmolene	0.398584	4/3/16 18:0:0
Methylosmolene	0.370413	4/3/16 18:0:0
Chlorodinine	0.370193	4/3/16 18:0:0
Chlorodinine	0.369206	4/3/16 18:0:0
Methylosmolene	0.354625	4/3/16 18:0:0
Methylosmolene	0.344051	4/3/16 18:0:0
Chlorodinine	0.322816	4/3/16 18:0:0
Appluimonia	0.303998	4/3/16 18:0:0
AGOC-3A	0.297044	4/3/16 18:0:0
Chlorodinine	0.270537	4/3/16 18:0:0
Appluimonia	0.259544	4/3/16 18:0:0
Methylosmolene	0.249626	4/3/16 18:0:0
Appluimonia	0.241223	4/3/16 18:0:0
AGOC-3A	0.220328	4/3/16 18:0:0
Appluimonia	0.198707	4/3/16 18:0:0
AGOC-3A	0.193029	4/3/16 18:0:0
Appluimonia	0.182853	4/3/16 18:0:0
Methylosmolene	0.178524	4/3/16 18:0:0
AGOC-3A	0.0980213	4/3/16 18:0:0
Appluimonia	0.0619983	4/3/16 18:0:0
Methylosmolene	0.0549426	4/3/16 18:0:0
Methylosmolene	0.0545021	4/3/16 18:0:0
Chlorodinine	0.00732266	4/3/16 18:0:0
Chlorodinine	0.00523112	4/3/16 18:0:0
Chlorodinine	4.89996	4/3/16 19:0:0
Methylosmolene	2.81078	4/3/16 19:0:0
Methylosmolene	1.19484	4/3/16 19:0:0
Appluimonia	1.1134	4/3/16 19:0:0
Chlorodinine	0.740093	4/3/16 19:0:0
Chlorodinine	0.722741	4/3/16 19:0:0
Appluimonia	0.721555	4/3/16 19:0:0
Appluimonia	0.682289	4/3/16 19:0:0
Appluimonia	0.679444	4/3/16 19:0:0
AGOC-3A	0.621512	4/3/16 19:0:0
AGOC-3A	0.566162	4/3/16 19:0:0
AGOC-3A	0.526228	4/3/16 19:0:0
AGOC-3A	0.402355	4/3/16 19:0:0
Methylosmolene	0.400566	4/3/16 19:0:0
Appluimonia	0.393611	4/3/16 19:0:0
Chlorodinine	0.365446	4/3/16 19:0:0
AGOC-3A	0.325215	4/3/16 19:0:0
Chlorodinine	0.300865	4/3/16 19:0:0
Methylosmolene	0.264995	4/3/16 19:0:0
Methylosmolene	0.263779	4/3/16 19:0:0
Methylosmolene	0.259039	4/3/16 19:0:0
Methylosmolene	0.242695	4/3/16 19:0:0
Chlorodinine	0.233378	4/3/16 19:0:0
Chlorodinine	0.226322	4/3/16 19:0:0
Methylosmolene	0.225498	4/3/16 19:0:0
Appluimonia	0.176083	4/3/16 19:0:0
AGOC-3A	0.170619	4/3/16 19:0:0
Methylosmolene	0.140482	4/3/16 19:0:0
Appluimonia	0.133762	4/3/16 19:0:0
AGOC-3A	0.114958	4/3/16 19:0:0
Chlorodinine	0.10902	4/3/16 19:0:0
AGOC-3A	0.0633801	4/3/16 19:0:0
Appluimonia	0.0497183	4/3/16 19:0:0
Chlorodinine	0.0468006	4/3/16 19:0:0
AGOC-3A	0.0442175	4/3/16 19:0:0
Appluimonia	0.00896428	4/3/16 19:0:0
Chlorodinine	5.7959	4/3/16 20:0:0
AGOC-3A	2.31819	4/3/16 20:0:0
Methylosmolene	1.56944	4/3/16 20:0:0
Appluimonia	1.19287	4/3/16 20:0:0
Chlorodinine	1.16788	4/3/16 20:0:0
Appluimonia	0.782919	4/3/16 20:0:0
Methylosmolene	0.645735	4/3/16 20:0:0
Methylosmolene	0.586261	4/3/16 20:0:0
Appluimonia	0.510217	4/3/16 20:0:0
Chlorodinine	0.413495	4/3/16 20:0:0
AGOC-3A	0.394959	4/3/16 20:0:0
Appluimonia	0.368652	4/3/16 20:0:0
Chlorodinine	0.366215	4/3/16 20:0:0
AGOC-3A	0.346738	4/3/16 20:0:0
Methylosmolene	0.341812	4/3/16 20:0:0
Methylosmolene	0.329611	4/3/16 20:0:0
Appluimonia	0.327871	4/3/16 20:0:0
Appluimonia	0.288642	4/3/16 20:0:0
AGOC-3A	0.282074	4/3/16 20:0:0
Appluimonia	0.268181	4/3/16 20:0:0
AGOC-3A	0.264575	4/3/16 20:0:0
Appluimonia	0.257251	4/3/16 20:0:0
Chlorodinine	0.255666	4/3/16 20:0:0
AGOC-3A	0.234574	4/3/16 20:0:0
Methylosmolene	0.231595	4/3/16 20:0:0
Chlorodinine	0.212378	4/3/16 20:0:0
AGOC-3A	0.131738	4/3/16 20:0:0
Chlorodinine	0.0913155	4/3/16 20:0:0
Methylosmolene	0.0829826	4/3/16 20:0:0
Chlorodinine	0.0549229	4/3/16 20:0:0
Methylosmolene	0.0547037	4/3/16 20:0:0
Appluimonia	0.0464518	4/3/16 20:0:0
Chlorodinine	0.0450261	4/3/16 20:0:0
AGOC-3A	0.0341602	4/3/16 20:0:0
AGOC-3A	0.00721896	4/3/16 20:0:0
Methylosmolene	0.00196876	4/3/16 20:0:0
Chlorodinine	8.83151	4/3/16 21:0:0
Appluimonia	2.58583	4/3/16 21:0:0
Methylosmolene	2.56896	4/3/16 21:0:0
Methylosmolene	1.86563	4/3/16 21:0:0
AGOC-3A	1.59549	4/3/16 21:0:0
Appluimonia	0.764021	4/3/16 21:0:0
AGOC-3A	0.727112	4/3/16 21:0:0
Chlorodinine	0.720989	4/3/16 21:0:0
AGOC-3A	0.569855	4/3/16 21:0:0
Methylosmolene	0.569218	4/3/16 21:0:0
Methylosmolene	0.551074	4/3/16 21:0:0
Appluimonia	0.536918	4/3/16 21:0:0
Appluimonia	0.473393	4/3/16 21:0:0
Methylosmolene	0.444993	4/3/16 21:0:0
Chlorodinine	0.426827	4/3/16 21:0:0
Methylosmolene	0.409702	4/3/16 21:0:0
Methylosmolene	0.385507	4/3/16 21:0:0
AGOC-3A	0.378835	4/3/16 21:0:0
Methylosmolene	0.335124	4/3/16 21:0:0
AGOC-3A	0.333839	4/3/16 21:0:0
Appluimonia	0.307901	4/3/16 21:0:0
Chlorodinine	0.271337	4/3/16 21:0:0
Chlorodinine	0.266852	4/3/16 21:0:0
AGOC-3A	0.244759	4/3/16 21:0:0
Methylosmolene	0.237932	4/3/16 21:0:0
Appluimonia	0.217097	4/3/16 21:0:0
Chlorodinine	0.195739	4/3/16 21:0:0
Appluimonia	0.181253	4/3/16 21:0:0
AGOC-3A	0.173492	4/3/16 21:0:0
Chlorodinine	0.145231	4/3/16 21:0:0
AGOC-3A	0.126616	4/3/16 21:0:0
AGOC-3A	0.113882	4/3/16 21:0:0
Chlorodinine	0.0962749	4/3/16 21:0:0
Appluimonia	0.0795333	4/3/16 21:0:0
Appluimonia	0.00609573	4/3/16 21:0:0
Chlorodinine	0.00172863	4/3/16 21:0:0
Chlorodinine	8.21802	4/3/16 22:0:0
